chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr9	124887513	124887514	chr9_r_c149[k=6][m=2]	2	-	6	2	0	1	Deep intronic	ENSG00000136935.15		Genic
chr10	32900671	32900672	chr10_r_c42[k=7][m=2]	2	-	7	2	0	1	3'UTR	ENSG00000150093.21		Genic
chr12	120293202	120293203	chr12_r_c242[k=7][m=2]	2	-	7	2	0	2	Other exon	ENSG00000200795.2	RNU4-1	Genic
chr12	20553192	20553193	chr12_f_c65[k=7][m=2]	2	+	7	2	0	2	First intron	ENSG00000172572.8		Genic
chr1	28580933	28580934	chr1_r_c61[k=7][m=2]	2	-	7	2	0	2	3'UTR-distal	ENSG00000197989.16	SNHG12	Genic
chr19	21121969	21121970	chr19_f_c45[k=7][m=2]	2	+	7	2	0	2	3'UTR	ENSG00000160352.17		Genic
chr19	4960982	4960983	chr19_f_c5[k=7][m=2]	2	+	7	2	0	2	3'UTR	ENSG00000276043.6		Genic
chr21	6335896	6335897	chr21_f_c6[k=8][m=2]	2	+	8	2	0	2	LINE	ENSG00000278903.6	""	TE
chr21	6653226	6653227	chr21_r_c4[k=8][m=2]	2	-	8	2	0	2	LINE	ENSG00000280145.4	""	TE
chr12	120293200	120293201	chr12_r_c241[k=10][m=2]	2	-	10	2	0	1	Other exon	ENSG00000200795.2	RNU4-1	Genic
chr10	113911924	113911925	chr10_f_c190[k=11][m=2]	2	+	11	2	0	1	3'UTR	ENSG00000196865.5		Genic
chr19	23803118	23803119	chr19_f_c52[k=12][m=2]	2	+	12	2	0	1	First intron	ENSG00000233836.8	""	Genic
chr11	65505849	65505850	chr11_f_c127[k=14][m=2]	2	+	14	2	0	1	Deep intronic	ENSG00000251562.13	MALAT1	Genic
chr12	120291865	120291866	chr12_r_c239[k=14][m=2]	2	-	14	2	0	1	First intron	ENSG00000202538.2	RNU4-2	Genic
chrX	136879221	136879222	chrX_r_c133[k=14][m=2]	2	-	14	2	0	1	First intron	ENSG00000147274.15		Genic
chr19	14623006	14623007	chr19_f_c25[k=15][m=2]	2	+	15	2	0	1	Deep intronic			Genic
chr1	21172099	21172100	chr1_r_c42[k=16][m=2]	2	-	16	2	0	1	First intron	ENSG00000075151.24	EIF4G3	Genic
chr11	65433761	65433762	chr11_f_c86[k=17][m=2]	2	+	17	2	0	1	LINE	ENSG00000245532.13	NEAT1	TE
chr11	65432711	65432712	chr11_f_c84[k=20][m=2]	2	+	20	2	0	1	LINE	ENSG00000245532.13	NEAT1	TE
chr1	23977840	23977841	chr1_r_c52[k=21][m=2]	2	-	21	2	0	1	First intron	ENSG00000188529.16		Genic
chrM	2830	2831	chrM_f_c25[k=21][m=2]	2	+	21	2	0	1	Other exon	ENSG00000210082.2	MT-RNR2	Genic
chrX	133535946	133535947	chrX_r_c107[k=21][m=2]	2	-	21	2	0	1	3'UTR	ENSG00000147257.17		Genic
chrM	5560	5561	chrM_f_c30[k=27][m=2]	2	+	27	2	0	1	Other exon	ENSG00000210117.1	MT-TW	Genic
chr11	10509439	10509440	chr11_r_c38[k=28][m=2]	2	-	28	2	0	1	3'UTR-distal			Genic
chr15	65296101	65296102	chr15_f_c66[k=30][m=2]	2	+	30	2	0	1	Other exon	ENSG00000199568.2	RNU5A-1	Genic
chr15	65304727	65304728	chr15_f_c67[k=33][m=2]	2	+	33	2	0	1	Other exon	ENSG00000200156.2	RNU5B-1	Genic
chr21	8213921	8213922	chr21_f_c16[k=33][m=2]	2	+	33	2	0	2	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8396959	8396960	chr21_f_c48[k=33][m=2]	2	+	33	2	0	2	Deep intronic	ENSG00000280441.4	""	Genic
chr17	19063928	19063929	chr17_r_c31[k=35][m=2]	2	-	35	2	0	3	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr19	49490652	49490653	chr19_f_c98[k=38][m=2]	2	+	38	2	0	1	3'UTR-distal	ENSG00000142541.19		Genic
chr12	76046477	76046478	chr12_r_c152[k=42][m=2]	2	-	42	2	0	1	3'UTR	ENSG00000187109.16		Genic
chr19	54868978	54868979	chr19_r_c59[k=42][m=2]	2	-	42	2	0	1	Other exon	ENSG00000199308.1	RNU6-222P	Genic
chr1	30935728	30935729	chr1_r_c69[k=43][m=2]	2	-	43	2	0	2	Deep intronic	ENSG00000134644.17		Genic
chr1	30949157	30949158	chr1_r_c72[k=43][m=2]	2	-	43	2	0	2	Deep intronic	ENSG00000134644.17		Genic
chr17	76561159	76561160	chr17_f_c157[k=52][m=2]	2	+	52	2	0	1	First intron	ENSG00000163597.18	SNHG16	Genic
chrM	1423	1424	chrM_f_c6[k=53][m=2]	2	+	53	2	0	1	Other exon	ENSG00000211459.2	MT-RNR1	Genic
chrM	1417	1418	chrM_f_c5[k=55][m=2]	2	+	55	2	0	1	Other exon	ENSG00000211459.2	MT-RNR1	Genic
chr9	71684360	71684361	chr9_r_c54[k=59][m=2]	2	-	59	2	0	1	3'UTR	ENSG00000135048.15		Genic
chr7	22856672	22856673	chr7_f_c20[k=75][m=2]	2	+	75	2	0	1	Proximal intronic	ENSG00000221740.1	SNORD93	Genic
chrM	12187	12188	chrM_f_c38[k=78][m=2]	2	+	78	2	0	1	Other exon	ENSG00000210176.1	MT-TH	Genic
chr11	93731534	93731535	chr11_r_c205[k=85][m=2]	2	-	85	2	0	1	3'UTR-distal	ENSG00000202314.1	SNORD6	Genic
chr13	27255115	27255116	chr13_f_c13[k=98][m=2]	2	+	98	2	0	1	Deep intronic	ENSG00000122026.13		Genic
chr20	2654233	2654234	chr20_f_c1[k=99][m=2]	2	+	99	2	0	1	Deep intronic	ENSG00000101361.18		Genic
chr1	44777879	44777880	chr1_f_c92[k=100][m=2]	2	+	100	2	0	1	Deep intronic	ENSG00000142937.13		Genic
chr5	80650912	80650913	chr5_r_c139[k=100][m=2]	2	-	100	2	0	1	First intron	ENSG00000228716.8		Genic
chr21	8218751	8218752	chr21_f_c25[k=102][m=2]	2	+	102	2	0	2	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8446021	8446022	chr21_f_c106[k=102][m=2]	2	+	102	2	0	2	Deep intronic	ENSG00000280441.4	""	Genic
chrM	1800	1801	chrM_f_c14[k=102][m=2]	2	+	102	2	0	1	Other exon	ENSG00000210082.2	MT-RNR2	Genic
chr15	66501296	66501297	chr15_r_c78[k=106][m=2]	2	-	106	2	0	1	First intron	ENSG00000174444.16		Genic
chr12	53479693	53479694	chr12_f_c143[k=114][m=2]	2	+	114	2	0	1	3'UTR	ENSG00000197111.17		Genic
chrM	10033	10034	chrM_f_c36[k=114][m=2]	2	+	114	2	0	2	Other exon	ENSG00000210164.1	MT-TG	Genic
chrM	1555	1556	chrM_f_c7[k=114][m=2]	2	+	114	2	0	2	Other exon	ENSG00000211459.2	MT-RNR1	Genic
chr5	80299514	80299515	chr5_r_c137[k=120][m=2]	2	-	120	2	0	1	Deep intronic			Genic
chr21	8393818	8393819	chr21_f_c42[k=125][m=2]	2	+	125	2	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr12	29394374	29394375	chr12_f_c80[k=126][m=2]	2	+	126	2	0	1	First intron	ENSG00000257599.6	OVCH1-AS1	Genic
chr20	36045897	36045898	chr20_r_c38[k=126][m=2]	2	-	126	2	0	1	First intron	ENSG00000260032.3	NORAD	Genic
chr20	29298970	29298971	chr20_r_c25[k=131][m=2]	2	-	131	2	0	1	Deep intronic			Genic
chr7	145997365	145997366	chr7_f_c284[k=135][m=2]	2	+	135	2	0	1	Intergenic			Intergenic
chrM	2352	2353	chrM_f_c21[k=138][m=2]	2	+	138	2	0	1	Other exon	ENSG00000210082.2	MT-RNR2	Genic
chr17	19190195	19190196	chr17_r_c42[k=141][m=2]	2	-	141	2	0	1	Other exon	ENSG00000262202.5	""	Genic
chr11	62855350	62855351	chr11_r_c140[k=142][m=2]	2	-	142	2	0	1	First intron	ENSG00000255717.10	SNHG1	Genic
chr17	19188062	19188063	chr17_f_c30[k=145][m=2]	2	+	145	2	0	1	Other exon	ENSG00000263934.5	SNORD3A	Genic
chrM	1645	1646	chrM_f_c10[k=152][m=2]	2	+	152	2	0	1	Other exon	ENSG00000210077.1	MT-TV	Genic
chr18	49491311	49491312	chr18_r_c66[k=155][m=2]	2	-	155	2	0	1	Proximal intronic	ENSG00000206602.1	SNORD58A	Genic
chr1	75787122	75787123	chr1_f_c146[k=170][m=2]	2	+	170	2	0	1	First intron	ENSG00000137955.17		Genic
chr1	630730	630731	chr1_f_c0[k=177][m=2]	2	+	177	2	0	1	TSS-proximal			Genic
chr7	5527571	5527572	chr7_r_c5[k=181][m=2]	2	-	181	2	0	1	3'UTR	ENSG00000075624.18		Genic
chr11	2130561	2130562	chr11_r_c3[k=186][m=2]	2	-	186	2	0	1	3'UTR	ENSG00000167244.22	IGF2	Genic
chr18	49491698	49491699	chr18_r_c68[k=189][m=2]	2	-	189	2	0	1	5'UTR	ENSG00000215472.10	RPL17-C18orf32	Genic
chr1	28578776	28578777	chr1_r_c60[k=190][m=2]	2	-	190	2	0	1	3'UTR-distal	ENSG00000197989.16	SNHG12	Genic
chr9	131485707	131485708	chr9_f_c163[k=202][m=2]	2	+	202	2	0	1	Deep intronic	ENSG00000235284.1	SNORD62A	Genic
chr9	131490528	131490529	chr9_f_c165[k=203][m=2]	2	+	203	2	0	1	Deep intronic	ENSG00000231587.1	SNORD62B	Genic
chr6	85677318	85677319	chr6_r_c108[k=213][m=2]	2	-	213	2	0	1	Proximal intronic	ENSG00000203875.14	SNHG5	Genic
chr15	66502036	66502037	chr15_r_c79[k=235][m=2]	2	-	235	2	0	1	First intron	ENSG00000174444.16		Genic
chr7	145997379	145997380	chr7_f_c285[k=261][m=2]	2	+	261	2	0	1	Intergenic			Intergenic
chrM	1659	1660	chrM_f_c11[k=276][m=2]	2	+	276	2	0	1	Other exon	ENSG00000210077.1	MT-TV	Genic
chr5	179614331	179614332	chr5_r_c294[k=439][m=2]	2	-	439	2	0	1	3'UTR	ENSG00000169045.20		Genic
chr12	97876140	97876141	chr12_r_c203[k=440][m=2]	2	-	440	2	0	1	TSS-proximal			Genic
chr1	30949138	30949139	chr1_r_c70[k=471][m=2]	2	-	471	2	0	1	Deep intronic	ENSG00000134644.17		Genic
chr1	30935709	30935710	chr1_r_c67[k=474][m=2]	2	-	474	2	0	1	Deep intronic	ENSG00000134644.17		Genic
chr11	62855309	62855310	chr11_r_c138[k=2087][m=2]	2	-	2087	2	0	1	First intron	ENSG00000255717.10	SNHG1	Genic
