chr	start	end	name	score	strand	NormedTC_ENCFF462CMF	NormedTC_ENCFF942TPA	NormedTC_K562_RBFOX2	BC_K562_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr1	1490075	1490095	chr1-1684	16.3	+	3.6482	5.5038	9.152	2	Proximal intronic	ENSG00000160072.21	""	Genic
chr1	1490165	1490185	chr1-2118	12.9	+	3.0044	1.7612	4.7656	2	Proximal intronic	ENSG00000160072.21	""	Genic
chr1	1490242	1490262	chr1-2678	11.6	+	2.5752	2.2015	4.7767	2	3'UTR	ENSG00000160072.21	""	Genic
chr1	1495992	1496012	chr1-2119	12.9	+	2.6825	1.9814	4.6639	2	3'UTR	ENSG00000160072.21	""	Genic
chr1	1520183	1520203	chr1-3453	8.84	+	1.3949	1.7612	3.1561	2	CDS	ENSG00000197785.15	""	Genic
chr1	1524655	1524675	chr1-1111	27.2	+	4.0774	1.3209	5.3983	2	Proximal intronic	ENSG00000197785.15	""	Genic
chr1	1527985	1528005	chr1-3456	14.3	+	2.0387	2.862	4.9007	2	Alu	ENSG00000197785.15	""	TE
chr1	1528154	1528174	chr1-2679	18.4	+	2.0387	2.862	4.9007	2	Alu	ENSG00000197785.15	""	TE
chr1	1534579	1534599	chr1-5902	10.2	+	2.146	1.3209	3.4669	2	3'UTR	ENSG00000197785.15	""	Genic
chr1	1564043	1564063	chr1-4476	12.9	-	1.6095	1.5411	3.1506	2	3'UTR	ENSG00000160075.13	""	Genic
chr1	1616730	1616750	chr1-3457	20.4	+	3.4336	1.1008	4.5343	2	5'UTR	ENSG00000197530.14	""	Genic
chr1	1624381	1624401	chr1-1112	18.4	+	4.0774	2.4217	6.4991	2	Deep intronic	ENSG00000197530.14	""	Genic
chr1	1624992	1625012	chr1-602	17	+	2.7898	1.7612	4.551	2	CDS	ENSG00000197530.14	""	Genic
chr1	1625298	1625318	chr1-278	17	+	2.146	1.3209	3.4669	2	CDS	ENSG00000197530.14	""	Genic
chr1	1625826	1625846	chr1-1685	23.1	+	4.0774	4.8434	8.9207	2	Deep intronic	ENSG00000197530.14	""	Genic
chr1	1626101	1626121	chr1-402	36.7	+	7.9401	8.8062	16.7463	2	Deep intronic	ENSG00000197530.14	""	Genic
chr1	1627540	1627560	chr1-1372	15	+	2.3606	1.9814	4.342	2	Proximal intronic	ENSG00000197530.14	""	Genic
chr1	1627666	1627686	chr1-1686	20.4	+	3.4336	1.7612	5.1948	2	CDS	ENSG00000197530.14	""	Genic
chr1	1719075	1719095	chr1-4486	8.84	-	1.6095	1.9814	3.5909	2	Proximal intronic	ENSG00000008128.24	""	Genic
chr1	1752700	1752720	chr1-2122	14.3	-	2.5752	1.5411	4.1163	2	3'UTR	ENSG00000008130.16	""	Genic
chr1	1753048	1753068	chr1-1373	10.9	-	2.6825	1.5411	4.2236	2	CDS	ENSG00000008130.16	""	Genic
chr1	1755265	1755285	chr1-5917	10.9	-	1.073	1.9814	3.0544	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1755458	1755478	chr1-1374	13.6	-	2.2533	3.0822	5.3354	2	CDS	ENSG00000008130.16	""	Genic
chr1	1756078	1756098	chr1-2124	15	-	2.8971	3.7426	6.6397	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1756605	1756625	chr1-2125	12.2	-	2.5752	2.862	5.4372	2	CDS	ENSG00000008130.16	""	Genic
chr1	1757297	1757317	chr1-1113	15	-	2.5752	2.6418	5.217	2	CDS	ENSG00000008130.16	""	Genic
chr1	1757756	1757776	chr1-2126	10.9	-	2.6825	2.6418	5.3243	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1757809	1757829	chr1-2127	13.6	-	2.3606	3.3023	5.6629	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1758252	1758272	chr1-2128	10.9	-	1.8241	1.5411	3.3652	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1759468	1759488	chr1-2129	14.3	-	2.7898	2.6418	5.4316	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1760889	1760909	chr1-5923	6.8	-	1.6095	2.2015	3.811	2	Alu	ENSG00000008130.16	""	TE
chr1	1761554	1761574	chr1-4491	10.9	-	1.2876	2.6418	3.9294	2	Deep intronic	ENSG00000008130.16	""	Genic
chr1	1785351	1785371	chr1-2130	21.1	-	3.1117	2.4217	5.5334	2	3'UTR	ENSG00000078369.20	""	Genic
chr1	1785506	1785526	chr1-2131	11.6	-	2.7898	3.0822	5.8719	2	3'UTR	ENSG00000078369.20	""	Genic
chr1	1785998	1786018	chr1-1114	28.6	-	6.0087	11.6682	17.6769	2	3'UTR	ENSG00000078369.20	""	Genic
chr1	1786444	1786464	chr1-1375	19.7	-	2.4679	2.6418	5.1097	2	3'UTR	ENSG00000078369.20	""	Genic
chr1	1786538	1786558	chr1-1115	12.9	-	1.6095	3.5225	5.1319	2	3'UTR	ENSG00000078369.20	""	Genic
chr1	1786891	1786911	chr1-1690	18.4	-	1.9314	2.862	4.7934	2	3'UTR	ENSG00000078369.20	""	Genic
chr1	1812760	1812780	chr1-5926	6.12	-	1.3949	2.862	4.2569	2	Deep intronic	ENSG00000078369.20	""	Genic
chr1	1819657	1819677	chr1-1691	29.9	-	3.7555	4.6232	8.3787	2	Alu	ENSG00000078369.20	""	TE
chr1	1882086	1882106	chr1-5927	9.52	-	1.6095	1.5411	3.1506	2	LINE	ENSG00000078369.20	""	TE
chr1	1890945	1890965	chr1-1692	23.1	-	4.3993	5.5038	9.9031	2	5'UTR	ENSG00000078369.20	""	Genic
chr1	2189577	2189597	chr1-5928	12.2	-	1.8241	1.9814	3.8055	2	3'UTR	ENSG00000162585.18	""	Genic
chr1	2193174	2193194	chr1-4493	8.16	-	1.2876	1.9814	3.269	2	Deep intronic	ENSG00000162585.18	""	Genic
chr1	2230737	2230757	chr1-2132	13.6	+	1.8241	3.0822	4.9062	2	First intron	ENSG00000157933.12	""	Genic
chr1	2230908	2230928	chr1-2133	12.9	+	2.2533	1.3209	3.5742	2	First intron	ENSG00000157933.12	""	Genic
chr1	2230995	2231015	chr1-2690	19.7	+	4.0774	3.5225	7.5998	2	First intron	ENSG00000157933.12	""	Genic
chr1	2231244	2231264	chr1-1116	14.3	+	2.8971	2.6418	5.5389	2	First intron	ENSG00000157933.12	""	Genic
chr1	2231403	2231423	chr1-742	17.7	+	3.0044	2.4217	5.4261	2	First intron	ENSG00000157933.12	""	Genic
chr1	2232946	2232966	chr1-3468	12.9	+	2.4679	1.5411	4.009	2	First intron	ENSG00000157933.12	""	Genic
chr1	2235061	2235081	chr1-7856	17	+	1.8241	1.7612	3.5853	2	Alu	ENSG00000157933.12	""	TE
chr1	2235631	2235651	chr1-4498	14.3	+	2.5752	2.4217	4.9969	2	First intron	ENSG00000157933.12	""	Genic
chr1	2235756	2235776	chr1-2134	12.9	+	1.5022	3.7426	5.2448	2	First intron	ENSG00000157933.12	""	Genic
chr1	2236223	2236243	chr1-2691	11.6	+	2.3606	1.1008	3.4613	2	First intron	ENSG00000157933.12	""	Genic
chr1	2239277	2239297	chr1-2135	10.9	+	1.6095	1.5411	3.1506	2	First intron	ENSG00000157933.12	""	Genic
chr1	2240320	2240340	chr1-1377	12.9	+	2.7898	1.9814	4.7712	2	First intron	ENSG00000157933.12	""	Genic
chr1	2241998	2242018	chr1-4499	12.2	+	2.6825	3.0822	5.7646	2	Satellite/LC	ENSG00000157933.12	""	TE
chr1	2242220	2242240	chr1-4501	8.16	+	0.6438	2.862	3.5058	2	First intron	ENSG00000157933.12	""	Genic
chr1	2254750	2254770	chr1-7864	12.9	+	1.3949	2.6418	4.0367	2	First intron	ENSG00000157933.12	""	Genic
chr1	2278673	2278693	chr1-4506	15.6	+	2.3606	1.1008	3.4613	2	LTR/ERV	ENSG00000157933.12	""	TE
chr1	2279964	2279984	chr1-4507	11.6	+	2.8971	0.8806	3.7777	2	First intron	ENSG00000157933.12	""	Genic
chr1	2392686	2392706	chr1-2136	15.6	+	2.6825	1.9814	4.6639	2	5'UTR	ENSG00000157916.21	""	Genic
chr1	2392843	2392863	chr1-5946	10.2	+	1.9314	1.5411	3.4725	2	5'UTR	ENSG00000157916.21	""	Genic
chr1	2395855	2395875	chr1-5951	9.52	+	1.8241	1.9814	3.8055	2	CDS	ENSG00000157916.21	""	Genic
chr1	2409099	2409119	chr1-10708	10.2	-	1.3949	4.4031	5.798	2	Proximal intronic	ENSG00000157911.12	""	Genic
chr1	2409146	2409166	chr1-7891	10.9	-	0.9657	3.3023	4.268	2	LINE	ENSG00000157911.12	""	TE
chr1	2409434	2409454	chr1-2694	10.2	-	1.8241	3.3023	5.1264	2	LINE	ENSG00000157911.12	""	TE
chr1	2509613	2509633	chr1-2695	12.9	-	1.2876	2.4217	3.7093	2	Deep intronic	ENSG00000157881.17	""	Genic
chr1	2515940	2515960	chr1-3473	12.2	-	2.2533	4.1829	6.4362	2	Deep intronic	ENSG00000157881.17	""	Genic
chr1	2516228	2516248	chr1-743	21.1	-	4.0774	3.3023	7.3797	2	Deep intronic	ENSG00000157881.17	""	Genic
chr1	2516530	2516550	chr1-1378	18.4	-	3.219	5.5038	8.7228	2	Deep intronic	ENSG00000157881.17	""	Genic
chr1	2517285	2517305	chr1-7896	8.84	-	2.146	2.4217	4.5677	2	Deep intronic	ENSG00000157881.17	""	Genic
chr1	3502063	3502083	chr1-1379	11.6	-	1.3949	1.9814	3.3763	2	Proximal intronic	ENSG00000162591.18	""	Genic
chr1	3722870	3722890	chr1-1380	19.7	+	3.0044	7.2651	10.2695	2	Satellite/LC	ENSG00000078900.17	""	TE
chr1	3723001	3723021	chr1-1693	14.3	+	1.6095	3.3023	4.9118	2	Satellite/LC	ENSG00000078900.17	""	TE
chr1	3737293	3737313	chr1-4515	7.48	-	2.5752	1.5411	4.1163	2	Proximal intronic	ENSG00000293478.2	GFOD3P	Genic
chr1	3737533	3737553	chr1-3476	16.3	-	2.2533	1.3209	3.5742	2	Deep intronic	ENSG00000293478.2	GFOD3P	Genic
chr1	3737916	3737936	chr1-7901	10.2	-	1.1803	2.2015	3.3818	2	Deep intronic	ENSG00000293478.2	GFOD3P	Genic
chr1	3739120	3739140	chr1-2698	8.16	-	0.7511	2.4217	3.1728	2	Deep intronic	ENSG00000227372.13	GFOD3P	Genic
chr1	3739255	3739275	chr1-2699	10.9	-	1.6095	2.862	4.4715	2	Deep intronic	ENSG00000227372.13	GFOD3P	Genic
chr1	3824555	3824575	chr1-2700	17.7	-	2.8971	1.7612	4.6583	2	LINE	ENSG00000116198.15	""	TE
chr1	3889672	3889692	chr1-1694	49	-	7.0817	1.7612	8.843	2	3'UTR	ENSG00000198912.12	C1orf174	Genic
chr1	3891035	3891055	chr1-4519	10.2	-	1.3949	1.7612	3.1561	2	5'UTR	ENSG00000198912.12	C1orf174	Genic
chr1	3891846	3891866	chr1-4520	12.9	-	3.0044	1.3209	4.3253	2	Deep intronic	ENSG00000198912.12	C1orf174	Genic
chr1	5873684	5873704	chr1-2701	8.84	-	0.6438	2.4217	3.0655	2	Deep intronic	ENSG00000131697.19	""	Genic
chr1	6197729	6197749	chr1-97	52.4	-	5.9014	5.9442	11.8456	2	5'UTR	ENSG00000116251.12	""	Genic
chr1	6199075	6199095	chr1-3477	10.9	-	1.8241	1.5411	3.3652	2	First intron	ENSG00000116251.12	""	Genic
chr1	6199213	6199233	chr1-3478	12.2	-	0.9657	3.0822	4.0478	2	First intron	ENSG00000116251.12	""	Genic
chr1	6199560	6199580	chr1-1695	21.1	-	3.6482	1.1008	4.7489	2	5'UTR	ENSG00000116251.12	""	Genic
chr1	6210726	6210746	chr1-3480	11.6	+	1.073	2.862	3.935	2	Proximal intronic	ENSG00000158286.14	""	Genic
chr1	6429119	6429139	chr1-3481	19	+	1.9314	2.862	4.7934	2	Deep intronic	ENSG00000187017.18	ESPN	Genic
chr1	6440612	6440632	chr1-1381	23.1	+	3.9701	3.3023	7.2724	2	CDS	ENSG00000187017.18	ESPN	Genic
chr1	6446038	6446058	chr1-2137	11.6	+	1.7168	1.9814	3.6982	2	Proximal intronic	ENSG00000187017.18	ESPN	Genic
chr1	6446529	6446549	chr1-4523	10.9	+	2.0387	2.2015	4.2402	2	Deep intronic	ENSG00000187017.18	ESPN	Genic
chr1	6447604	6447624	chr1-2138	15.6	+	3.7555	1.7612	5.5167	2	Deep intronic	ENSG00000187017.18	ESPN	Genic
chr1	6590784	6590804	chr1-2139	17.7	-	3.219	0.4403	3.6593	2	3'UTR	ENSG00000162413.17	KLHL21	Genic
chr1	6591372	6591392	chr1-1696	21.8	-	4.3993	1.1008	5.5	2	3'UTR	ENSG00000162413.17	KLHL21	Genic
chr1	6597118	6597138	chr1-905	14.3	-	6.3306	4.4031	10.7337	2	Deep intronic	ENSG00000162413.17	KLHL21	Genic
chr1	6651899	6651919	chr1-279	55.8	-	9.4423	20.9146	30.3569	2	Deep intronic	ENSG00000007923.18	""	Genic
chr1	6652736	6652756	chr1-2140	12.2	-	2.0387	4.1829	6.2216	2	Deep intronic	ENSG00000007923.18	""	Genic
chr1	6653538	6653558	chr1-2704	15.6	-	1.3949	3.7426	5.1375	2	Deep intronic	ENSG00000007923.18	""	Genic
chr1	6654005	6654025	chr1-2141	10.2	-	0.3219	2.862	3.1839	2	CDS	ENSG00000007923.18	""	Genic
chr1	6667779	6667799	chr1-744	12.2	-	1.073	2.4217	3.4947	2	CDS	ENSG00000007923.18	""	Genic
chr1	8366445	8366465	chr1-7937	8.16	-	1.2876	2.2015	3.4891	2	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8366501	8366521	chr1-5987	7.48	-	2.146	2.2015	4.3475	2	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8437462	8437482	chr1-2705	10.9	-	2.3606	3.7426	6.1032	2	3'UTR	ENSG00000142599.21	""	Genic
chr1	8508645	8508665	chr1-745	12.9	-	1.5022	3.0822	4.5843	2	CDS	ENSG00000142599.21	""	Genic
chr1	8541209	8541229	chr1-2706	9.52	-	0.8584	2.4217	3.2801	2	CDS	ENSG00000142599.21	""	Genic
chr1	8623762	8623782	chr1-10811	6.12	-	0.8584	2.2015	3.0599	2	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8815168	8815188	chr1-3488	14.3	-	2.3606	4.1829	6.5435	2	First intron	ENSG00000142599.21	""	Genic
chr1	8815265	8815285	chr1-3489	10.2	-	1.6095	2.2015	3.811	2	First intron	ENSG00000142599.21	""	Genic
chr1	8861099	8861119	chr1-603	29.2	-	5.5795	3.9628	9.5423	2	3'UTR	ENSG00000074800.17	""	Genic
chr1	8861184	8861204	chr1-2143	19	-	3.6482	2.6418	6.29	2	3'UTR	ENSG00000074800.17	""	Genic
chr1	8862914	8862934	chr1-54	47.6	-	4.5066	4.1829	8.6895	2	CDS	ENSG00000074800.17	""	Genic
chr1	8863242	8863262	chr1-481	23.1	-	6.2233	6.3845	12.6078	2	CDS	ENSG00000074800.17	""	Genic
chr1	8863311	8863331	chr1-68	36.7	-	4.292	3.5225	7.8144	2	CDS	ENSG00000074800.17	""	Genic
chr1	8863988	8864008	chr1-604	25.8	-	5.1504	7.7054	12.8557	2	CDS	ENSG00000074800.17	""	Genic
chr1	8864058	8864078	chr1-55	36	-	6.2233	7.9255	14.1489	2	CDS	ENSG00000074800.17	""	Genic
chr1	8865280	8865300	chr1-2144	13.6	-	2.5752	4.8434	7.4186	2	CDS	ENSG00000074800.17	""	Genic
chr1	8865350	8865370	chr1-746	21.1	-	6.3306	7.2651	13.5957	2	CDS	ENSG00000074800.17	""	Genic
chr1	8865449	8865469	chr1-69	51.7	-	5.365	7.2651	12.63	2	CDS	ENSG00000074800.17	""	Genic
chr1	8866311	8866331	chr1-280	40.1	-	8.1547	14.5302	22.6849	2	CDS	ENSG00000074800.17	""	Genic
chr1	8866467	8866487	chr1-119	34	-	4.3993	3.0822	7.4814	2	CDS	ENSG00000074800.17	""	Genic
chr1	8867218	8867238	chr1-15	87.7	-	9.6569	10.7875	20.4445	2	CDS	ENSG00000074800.17	""	Genic
chr1	8868025	8868045	chr1-20	124.4	-	12.3394	20.4743	32.8137	2	CDS	ENSG00000074800.17	""	Genic
chr1	8868191	8868211	chr1-2707	14.3	-	2.0387	2.2015	4.2402	2	Deep intronic	ENSG00000074800.17	""	Genic
chr1	8868974	8868994	chr1-1383	21.1	-	2.7898	4.8434	7.6332	2	Alu	ENSG00000074800.17	""	TE
chr1	8870455	8870475	chr1-25	70.7	-	13.1978	18.2728	31.4706	2	CDS	ENSG00000074800.17	""	Genic
chr1	8871666	8871686	chr1-906	19.7	-	3.8628	3.7426	7.6054	2	Deep intronic	ENSG00000074800.17	""	Genic
chr1	8871881	8871901	chr1-205	41.5	-	7.6182	10.5674	18.1856	2	CDS	ENSG00000074800.17	""	Genic
chr1	8871953	8871973	chr1-48	52.4	-	7.2963	5.2837	12.58	2	CDS	ENSG00000074800.17	""	Genic
chr1	8874817	8874837	chr1-605	29.2	-	6.0087	5.5038	11.5126	2	CDS	ENSG00000074800.17	""	Genic
chr1	8874883	8874903	chr1-98	36	-	7.8328	6.3845	14.2173	2	CDS	ENSG00000074800.17	""	Genic
chr1	8878616	8878636	chr1-606	23.1	-	5.2577	5.2837	10.5413	2	5'UTR	ENSG00000074800.17	""	Genic
chr1	9730052	9730072	chr1-2711	8.16	-	1.8241	3.0822	4.9062	2	3'UTR	ENSG00000171603.19	""	Genic
chr1	9737178	9737198	chr1-5997	6.8	-	1.2876	3.0822	4.3697	2	Deep intronic	ENSG00000171603.19	""	Genic
chr1	10045836	10045856	chr1-4546	10.9	+	1.073	2.6418	3.7148	2	LINE	ENSG00000130939.21	""	TE
chr1	10107363	10107383	chr1-747	27.9	+	3.0044	9.0263	12.0307	2	CDS	ENSG00000130939.21	""	Genic
chr1	10107602	10107622	chr1-3497	53.7	+	5.0431	8.1457	13.1888	2	Alu	ENSG00000130939.21	""	TE
chr1	10107949	10107969	chr1-2145	18.4	+	1.7168	5.0635	6.7803	2	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10108206	10108226	chr1-2712	12.2	+	1.2876	4.8434	6.131	2	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10279230	10279250	chr1-6007	10.9	+	1.5022	2.862	4.3642	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10280768	10280788	chr1-2146	12.9	+	1.9314	2.4217	4.3531	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10280853	10280873	chr1-2713	12.2	+	1.9314	3.3023	5.2337	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10280935	10280955	chr1-1703	12.9	+	3.7555	3.5225	7.2779	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10459207	10459227	chr1-6012	9.52	-	0.7511	2.6418	3.3929	2	3'UTR	ENSG00000160049.13	""	Genic
chr1	10540442	10540462	chr1-10845	6.8	+	1.8241	1.3209	3.145	2	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10555657	10555677	chr1-7973	7.48	+	0.9657	2.2015	3.1672	2	Satellite/LC	ENSG00000142655.14	""	TE
chr1	11016930	11016950	chr1-4552	12.9	+	1.7168	3.5225	5.2392	2	CDS	ENSG00000120948.20	""	Genic
chr1	11016989	11017009	chr1-1704	9.52	+	1.7168	2.2015	3.9183	2	CDS	ENSG00000120948.20	""	Genic
chr1	11018745	11018765	chr1-129	23.8	+	2.4679	4.6232	7.0911	2	CDS	ENSG00000120948.20	""	Genic
chr1	11018858	11018878	chr1-6013	6.8	+	1.073	1.9814	3.0544	2	CDS	ENSG00000120948.20	""	Genic
chr1	11020421	11020441	chr1-1384	10.2	+	0.9657	2.6418	3.6075	2	CDS	ENSG00000120948.20	""	Genic
chr1	11022133	11022153	chr1-907	12.9	+	2.2533	0.8806	3.1339	2	CDS	ENSG00000120948.20	""	Genic
chr1	11022273	11022293	chr1-1705	12.2	+	2.2533	2.6418	4.8951	2	CDS	ENSG00000120948.20	""	Genic
chr1	11022354	11022374	chr1-908	21.1	+	3.9701	5.9442	9.9142	2	CDS	ENSG00000120948.20	""	Genic
chr1	11022672	11022692	chr1-1385	19.7	+	1.8241	5.724	7.5481	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023142	11023162	chr1-2149	23.1	+	3.5409	1.5411	5.0819	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023343	11023363	chr1-2714	14.3	+	2.2533	1.5411	3.7944	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023453	11023473	chr1-1117	27.2	+	4.292	7.2651	11.557	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023550	11023570	chr1-1706	29.2	+	4.6139	5.724	10.3379	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023636	11023656	chr1-2150	18.4	+	2.2533	1.7612	4.0145	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11024054	11024074	chr1-7976	12.9	+	1.2876	2.4217	3.7093	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11024304	11024324	chr1-6014	12.9	+	1.6095	1.5411	3.1506	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11024666	11024686	chr1-1386	21.1	+	3.8628	3.3023	7.1651	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11025061	11025081	chr1-3501	15	+	2.7898	1.1008	3.8905	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11025260	11025280	chr1-1118	13.6	+	3.219	1.1008	4.3197	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11026204	11026224	chr1-7979	9.52	+	1.073	1.9814	3.0544	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11068672	11068692	chr1-909	15.6	-	2.146	1.3209	3.4669	2	CDS	ENSG00000171824.15	""	Genic
chr1	11074293	11074313	chr1-910	13.6	-	1.2876	1.9814	3.269	2	CDS	ENSG00000171824.15	""	Genic
chr1	11076884	11076904	chr1-6015	10.2	-	2.7898	2.4217	5.2115	2	CDS	ENSG00000171824.15	""	Genic
chr1	11077626	11077646	chr1-338	19	-	2.3606	1.9814	4.342	2	CDS	ENSG00000171824.15	""	Genic
chr1	11079728	11079748	chr1-2718	8.84	-	1.5022	1.9814	3.4836	2	CDS	ENSG00000171824.15	""	Genic
chr1	11080878	11080898	chr1-2720	12.9	-	1.6095	2.862	4.4715	2	CDS	ENSG00000171824.15	""	Genic
chr1	11087489	11087509	chr1-7989	8.16	-	2.0387	2.2015	4.2402	2	CDS	ENSG00000171824.15	""	Genic
chr1	11091045	11091065	chr1-3504	8.16	-	1.6095	2.2015	3.811	2	CDS	ENSG00000171824.15	""	Genic
chr1	11091563	11091583	chr1-339	18.4	-	2.5752	1.5411	4.1163	2	CDS	ENSG00000171824.15	""	Genic
chr1	11661350	11661370	chr1-2153	13.6	+	2.4679	2.2015	4.6694	2	3'UTR	ENSG00000132879.15	""	Genic
chr1	11661415	11661435	chr1-2154	13.6	+	2.3606	1.5411	3.9017	2	3'UTR	ENSG00000132879.15	""	Genic
chr1	11661572	11661592	chr1-1119	17.7	+	3.0044	5.724	8.7284	2	3'UTR	ENSG00000132879.15	""	Genic
chr1	11661753	11661773	chr1-3506	17.7	+	3.1117	1.7612	4.8729	2	3'UTR	ENSG00000132879.15	""	Genic
chr1	11661950	11661970	chr1-911	22.4	+	3.7555	6.6046	10.3601	2	3'UTR	ENSG00000132879.15	""	Genic
chr1	11675318	11675338	chr1-3507	10.2	-	1.3949	2.4217	3.8166	2	Proximal intronic	ENSG00000116670.18	""	Genic
chr1	11676929	11676949	chr1-1709	11.6	-	1.9314	2.6418	4.5732	2	CDS	ENSG00000116670.18	""	Genic
chr1	11680917	11680937	chr1-2723	8.84	-	1.8241	2.6418	4.4659	2	5'UTR	ENSG00000116670.18	""	Genic
chr1	11788410	11788430	chr1-2724	10.9	-	1.2876	1.9814	3.269	2	3'UTR	ENSG00000177000.14	""	Genic
chr1	11789154	11789174	chr1-6028	10.2	-	1.6095	1.5411	3.1506	2	3'UTR	ENSG00000177000.14	""	Genic
chr1	11790886	11790906	chr1-1388	19	-	3.9701	7.9255	11.8956	2	CDS	ENSG00000177000.14	""	Genic
chr1	11791137	11791157	chr1-2725	24.5	-	3.1117	6.3845	9.4961	2	Proximal intronic	ENSG00000177000.14	""	Genic
chr1	11791158	11791178	chr1-2155	13.6	-	2.7898	6.6046	9.3944	2	Proximal intronic	ENSG00000177000.14	""	Genic
chr1	11794629	11794649	chr1-162	81.6	-	13.8416	35.0045	48.8461	2	Proximal intronic	ENSG00000177000.14	""	Genic
chr1	11795372	11795392	chr1-1389	10.9	-	1.6095	3.7426	5.3521	2	First intron	ENSG00000177000.14	""	Genic
chr1	11796432	11796452	chr1-4573	9.52	-	1.3949	1.7612	3.1561	2	5'UTR	ENSG00000177000.14	""	Genic
chr1	11800590	11800610	chr1-1390	13.6	-	2.3606	3.9628	6.3233	2	Proximal intronic	ENSG00000177000.14	""	Genic
chr1	11801383	11801403	chr1-4574	9.52	-	2.0387	1.1008	3.1395	2	CDS	ENSG00000177000.14	""	Genic
chr1	11908213	11908233	chr1-103	68	+	54.6152	74.4121	129.0272	2	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11909454	11909474	chr1-1391	29.9	-	2.6825	4.1829	6.8654	2	Alu	""	""	TE
chr1	11909784	11909804	chr1-1392	21.1	-	5.1504	9.2465	14.3968	2	3'UTR-distal	""	""	Genic
chr1	11943801	11943821	chr1-3510	15	+	1.7168	4.4031	6.1199	2	Other SINE	ENSG00000083444.18	""	TE
chr1	11957522	11957542	chr1-4577	7.48	+	1.1803	1.9814	3.1617	2	Deep intronic	ENSG00000083444.18	""	Genic
chr1	11958129	11958149	chr1-4578	8.84	+	1.073	1.9814	3.0544	2	Deep intronic	ENSG00000083444.18	""	Genic
chr1	11966534	11966554	chr1-912	20.4	+	3.1117	5.724	8.8357	2	Proximal intronic	ENSG00000083444.18	""	Genic
chr1	11997420	11997440	chr1-1393	12.9	+	2.0387	2.4217	4.4604	2	CDS	ENSG00000116688.19	""	Genic
chr1	11997717	11997737	chr1-1712	34	+	4.8285	5.9442	10.7726	2	Proximal intronic	ENSG00000116688.19	""	Genic
chr1	11998761	11998781	chr1-2730	7.48	+	1.7168	1.9814	3.6982	2	CDS	ENSG00000116688.19	""	Genic
chr1	11999002	11999022	chr1-4584	8.84	+	1.9314	1.3209	3.2523	2	CDS	ENSG00000116688.19	""	Genic
chr1	12004003	12004023	chr1-1713	9.52	+	1.073	1.9814	3.0544	2	CDS	ENSG00000116688.19	""	Genic
chr1	12011736	12011756	chr1-3513	10.2	+	2.0387	1.1008	3.1395	2	3'UTR	ENSG00000116688.19	""	Genic
chr1	12012243	12012263	chr1-1714	19.7	+	2.6825	4.6232	7.3057	2	3'UTR	ENSG00000116688.19	""	Genic
chr1	12012774	12012794	chr1-3514	10.2	+	1.6095	2.4217	4.0312	2	3'UTR	ENSG00000116688.19	""	Genic
chr1	12029235	12029255	chr1-281	15.6	+	2.146	2.2015	4.3475	2	CDS	ENSG00000116691.12	""	Genic
chr1	12029448	12029468	chr1-2160	17	+	3.5409	3.7426	7.2835	2	Proximal intronic	ENSG00000116691.12	""	Genic
chr1	12029680	12029700	chr1-913	30.6	+	8.262	5.724	13.986	2	Proximal intronic	ENSG00000116691.12	""	Genic
chr1	12172161	12172181	chr1-4588	7.48	+	1.6095	3.3023	4.9118	2	First intron	ENSG00000028137.20	""	Genic
chr1	12189873	12189893	chr1-6057	13.6	+	1.3949	2.862	4.2569	2	LINE	ENSG00000028137.20	""	TE
chr1	12190057	12190077	chr1-6058	8.16	+	1.073	2.6418	3.7148	2	LINE	ENSG00000028137.20	""	TE
chr1	12192736	12192756	chr1-1395	29.2	+	3.0044	6.1643	9.1687	2	First intron	ENSG00000028137.20	""	Genic
