chr	start	end	name	score	strand	NormedTC_ENCFF149LRA	NormedTC_ENCFF669MUY	NormedTC_K562_HNRNPC	BC_K562_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr1	2191424	2191444	chr1-6048	12.3	-	1.3522	1.7445	3.0968	2	Deep intronic	ENSG00000162585.18	""	Genic
chr1	2234816	2234836	chr1-4644	5.74	+	1.3522	1.5463	2.8985	2	First intron	ENSG00000157933.12	""	Genic
chr1	2235067	2235087	chr1-10672	28.7	+	3.1962	3.0132	6.2095	2	Alu	ENSG00000157933.12	""	TE
chr1	2241417	2241437	chr1-4645	16.7	+	1.5981	2.1013	3.6994	2	Alu	ENSG00000157933.12	""	TE
chr1	2242064	2242084	chr1-3576	8.33	+	1.1064	1.0705	2.1769	2	First intron	ENSG00000157933.12	""	Genic
chr1	2242364	2242384	chr1-2127	7.18	+	0.7376	1.3877	2.1253	2	First intron	ENSG00000157933.12	""	Genic
chr1	2242543	2242563	chr1-4647	20.4	+	2.4586	2.5375	4.9961	2	Alu	ENSG00000157933.12	""	TE
chr1	2242710	2242730	chr1-3577	8.9	+	1.3522	1.3084	2.6606	2	Alu	ENSG00000157933.12	""	TE
chr1	2245822	2245842	chr1-3578	26.1	+	3.0733	3.489	6.5623	2	Alu	ENSG00000157933.12	""	TE
chr1	2245986	2246006	chr1-1692	8.62	+	0.7376	1.3877	2.1253	2	Alu	ENSG00000157933.12	""	TE
chr1	2249933	2249953	chr1-14084	7.47	+	0.7376	1.0705	1.8081	2	Alu	ENSG00000157933.12	""	TE
chr1	2250479	2250499	chr1-10674	4.59	+	1.3522	0.4758	1.828	2	First intron	ENSG00000157933.12	""	Genic
chr1	2258579	2258599	chr1-2755	9.76	+	0.8605	1.6652	2.5257	2	Alu	ENSG00000157933.12	""	TE
chr1	2258742	2258762	chr1-10676	8.62	+	1.3522	1.0705	2.4227	2	Alu	ENSG00000157933.12	""	TE
chr1	2258833	2258853	chr1-6049	6.61	+	0.4917	1.1894	1.6812	2	Alu	ENSG00000157933.12	""	TE
chr1	2259171	2259191	chr1-14086	9.19	+	1.3522	1.1894	2.5417	2	First intron	ENSG00000157933.12	""	Genic
chr1	2260566	2260586	chr1-857	17.5	+	1.1064	2.6564	3.7628	2	Alu	ENSG00000157933.12	""	TE
chr1	2260729	2260749	chr1-6050	8.33	+	0.7376	1.1498	1.8874	2	Alu	ENSG00000157933.12	""	TE
chr1	2262924	2262944	chr1-2128	19	+	1.5981	2.5375	4.1356	2	Alu	ENSG00000157933.12	""	TE
chr1	2264827	2264847	chr1-8058	9.76	+	1.3522	1.4273	2.7796	2	Alu	ENSG00000157933.12	""	TE
chr1	2266082	2266102	chr1-6051	14.6	+	2.3357	1.8238	4.1595	2	LINE	ENSG00000157933.12	""	TE
chr1	2285897	2285917	chr1-10680	9.19	+	0.9834	0.9912	1.9746	2	Alu	ENSG00000157933.12	""	TE
chr1	2287360	2287380	chr1-18924	8.33	+	0.7376	0.9516	1.6891	2	Alu	ENSG00000157933.12	""	TE
chr1	2288312	2288332	chr1-3579	6.32	+	1.4752	1.5066	2.9818	2	Alu	ENSG00000157933.12	""	TE
chr1	2307270	2307290	chr1-14095	6.61	+	0.8605	0.8723	1.7328	2	3'UTR	ENSG00000157933.12	""	Genic
chr1	2307364	2307384	chr1-3580	6.61	+	1.4752	0.8723	2.3474	2	3'UTR	ENSG00000157933.12	""	Genic
chr1	2309975	2309995	chr1-2756	6.32	+	0.8605	1.348	2.2085	2	3'UTR	ENSG00000157933.12	""	Genic
chr1	2403821	2403841	chr1-10685	7.75	+	1.4752	0.9516	2.4267	2	3'UTR	ENSG00000157916.21	""	Genic
chr1	3737338	3737358	chr1-3581	6.61	-	0.7376	1.1498	1.8874	2	Proximal intronic	ENSG00000293478.2	GFOD3P	Genic
chr1	3737534	3737554	chr1-14100	7.75	-	1.9669	0.674	2.6409	2	Deep intronic	ENSG00000293478.2	GFOD3P	Genic
chr1	3780748	3780768	chr1-4649	4.88	-	0.7376	1.4273	2.1649	2	3'UTR	ENSG00000130764.11	""	Genic
chr1	3785814	3785834	chr1-6053	8.33	-	0.8605	1.1498	2.0103	2	First intron	ENSG00000130764.11	""	Genic
chr1	3787068	3787088	chr1-8061	4.02	-	1.1064	0.6344	1.7407	2	CDS	ENSG00000130764.11	""	Genic
chr1	3812831	3812851	chr1-34723	2.58	-	0.9834	0.9119	1.8954	2	3'UTR	ENSG00000116198.15	""	Genic
chr1	3877354	3877374	chr1-8062	8.9	+	0.4917	1.1894	1.6812	2	Alu	ENSG00000169598.18	""	TE
chr1	3878178	3878198	chr1-6054	12.6	+	1.4752	1.5859	3.0611	2	Alu	ENSG00000169598.18	""	TE
chr1	3883956	3883976	chr1-10688	4.31	+	0.8605	1.0308	1.8914	2	3'UTR	ENSG00000169598.18	""	Genic
chr1	3884591	3884611	chr1-3582	11.5	+	0.8605	1.5859	2.4464	2	3'UTR	ENSG00000169598.18	""	Genic
chr1	3889672	3889692	chr1-858	100.8	-	10.9409	12.7667	23.7075	2	3'UTR	ENSG00000198912.12	C1orf174	Genic
chr1	3889851	3889871	chr1-2757	8.04	-	1.9669	1.1498	3.1167	2	3'UTR	ENSG00000198912.12	C1orf174	Genic
chr1	3988580	3988600	chr1-10691	7.18	+	0.6147	1.0308	1.6455	2	Deep intronic	ENSG00000284668.3	LINC02780	Genic
chr1	3997818	3997838	chr1-2129	11.5	+	0.7376	2.022	2.7596	2	Alu	ENSG00000284668.3	LINC02780	TE
chr1	3999125	3999145	chr1-14111	8.04	+	0.7376	1.0308	1.7684	2	Alu	ENSG00000284668.3	LINC02780	TE
chr1	6022907	6022927	chr1-8064	8.62	+	0.8605	1.0308	1.8914	2	Alu	ENSG00000069424.16	KCNAB2	TE
chr1	6185182	6185202	chr1-8065	5.74	-	1.3522	1.0308	2.3831	2	3'UTR	ENSG00000116251.12	""	Genic
chr1	6185561	6185581	chr1-14114	6.03	-	0.8605	0.9119	1.7724	2	3'UTR	ENSG00000116251.12	""	Genic
chr1	6186126	6186146	chr1-6055	4.59	-	1.844	1.1498	2.9938	2	3'UTR	ENSG00000116251.12	""	Genic
chr1	6186291	6186311	chr1-18939	4.02	-	0.8605	0.9119	1.7724	2	3'UTR	ENSG00000116251.12	""	Genic
chr1	6187236	6187256	chr1-4651	7.47	-	1.4752	1.5463	3.0214	2	Alu	ENSG00000116251.12	""	TE
chr1	6187280	6187300	chr1-1693	16.9	-	1.5981	2.3392	3.9373	2	Alu	ENSG00000116251.12	""	TE
chr1	6187341	6187361	chr1-4652	5.46	-	0.8605	0.9119	1.7724	2	Alu	ENSG00000116251.12	""	TE
chr1	6187421	6187441	chr1-2130	15.5	-	0.9834	2.2203	3.2037	2	Alu	ENSG00000116251.12	""	TE
chr1	6187954	6187974	chr1-10693	5.17	-	0.8605	1.0705	1.931	2	Deep intronic	ENSG00000116251.12	""	Genic
chr1	6189529	6189549	chr1-3583	5.74	-	3.8109	3.1718	6.9827	2	Alu	ENSG00000116251.12	""	TE
chr1	6189545	6189565	chr1-2758	6.61	-	4.1797	3.0925	7.2722	2	Alu	ENSG00000116251.12	""	TE
chr1	6189893	6189913	chr1-8066	6.61	-	0.7376	1.0308	1.7684	2	Alu	ENSG00000116251.12	""	TE
chr1	6190899	6190919	chr1-3584	8.04	-	1.5981	0.793	2.3911	2	Deep intronic	ENSG00000116251.12	""	Genic
chr1	6191033	6191053	chr1-6056	8.33	-	1.2293	0.8723	2.1016	2	Alu	ENSG00000116251.12	""	TE
chr1	6191859	6191879	chr1-8069	6.32	-	1.2293	0.9516	2.1809	2	Alu	ENSG00000116251.12	""	TE
chr1	6192669	6192689	chr1-8070	9.76	-	1.4752	1.5066	2.9818	2	Alu	ENSG00000116251.12	""	TE
chr1	6194854	6194874	chr1-14122	6.03	-	0.9834	0.7533	1.7368	2	Alu	ENSG00000116251.12	""	TE
chr1	6195421	6195441	chr1-4653	13.5	-	0.6147	1.7445	2.3592	2	Alu	ENSG00000116251.12	""	TE
chr1	6195730	6195750	chr1-10696	12.6	-	1.3522	1.3877	2.7399	2	Alu	ENSG00000116251.12	""	TE
chr1	6196754	6196774	chr1-4654	7.18	-	1.1064	0.9912	2.0976	2	First intron	ENSG00000116251.12	""	Genic
chr1	6197727	6197747	chr1-27	57.1	-	6.5153	6.2644	12.7797	2	5'UTR	ENSG00000116251.12	""	Genic
chr1	6198282	6198302	chr1-14123	4.02	-	0.7376	0.9912	1.7288	2	First intron	ENSG00000116251.12	""	Genic
chr1	6199069	6199089	chr1-14124	7.47	-	1.1064	0.8723	1.9786	2	First intron	ENSG00000116251.12	""	Genic
chr1	6199561	6199581	chr1-859	27.3	-	3.3191	3.3304	6.6496	2	5'UTR	ENSG00000116251.12	""	Genic
chr1	6208345	6208365	chr1-4656	9.48	+	1.1064	1.2291	2.3355	2	Alu	ENSG00000158286.14	""	TE
chr1	6208509	6208529	chr1-3585	18.1	+	2.0898	2.4185	4.5084	2	Alu	ENSG00000158286.14	""	TE
chr1	6214852	6214872	chr1-8072	4.88	+	0.9834	0.9119	1.8954	2	Alu	ENSG00000158286.14	""	TE
chr1	6215356	6215376	chr1-4657	10.6	+	0.9834	1.3877	2.3711	2	Alu	ENSG00000158286.14	""	TE
chr1	6216587	6216607	chr1-6057	9.76	+	0.8605	1.2291	2.0896	2	Alu	ENSG00000158286.14	""	TE
chr1	6219980	6220000	chr1-8074	6.61	+	0.8605	0.9516	1.8121	2	3'UTR	ENSG00000158286.14	""	Genic
chr1	6522151	6522171	chr1-4659	9.48	-	1.3522	1.7445	3.0968	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6522338	6522358	chr1-6058	8.33	-	1.5981	2.1806	3.7787	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6522518	6522538	chr1-696	51.4	-	5.9007	6.1851	12.0858	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6522855	6522875	chr1-1088	14.9	-	8.4822	9.7138	18.196	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6522969	6522989	chr1-3586	10.1	-	1.2293	1.7049	2.9342	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6523514	6523534	chr1-4660	6.89	-	0.8605	1.3877	2.2482	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6523706	6523726	chr1-1360	10.9	-	2.5816	2.815	5.3966	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6523814	6523834	chr1-4661	6.61	-	0.7376	1.1498	1.8874	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6524199	6524219	chr1-1361	8.9	-	1.4752	1.8238	3.299	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6524504	6524524	chr1-4662	8.9	-	1.844	1.1498	2.9938	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6524606	6524626	chr1-3587	6.32	-	1.4752	0.7533	2.2285	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6524664	6524684	chr1-4663	5.46	-	0.9834	0.9912	1.9746	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6525566	6525586	chr1-6060	7.75	-	1.4752	1.5463	3.0214	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6525917	6525937	chr1-3588	5.17	-	1.1064	1.2687	2.3751	2	CDS	ENSG00000162408.12	""	Genic
chr1	6527602	6527622	chr1-1694	9.48	-	0.8605	1.4273	2.2878	2	Alu	ENSG00000162408.12	""	TE
chr1	6527904	6527924	chr1-18956	15.5	-	1.844	1.8238	3.6678	2	Alu	ENSG00000162408.12	""	TE
chr1	6529560	6529580	chr1-4664	11.5	-	2.7045	1.467	4.1715	2	Alu	ENSG00000162408.12	""	TE
chr1	6529900	6529920	chr1-4665	10.9	-	0.2459	1.5463	1.7921	2	Alu	ENSG00000162408.12	""	TE
chr1	6530099	6530119	chr1-10704	9.19	-	1.4752	1.1498	2.625	2	Alu	ENSG00000162408.12	""	TE
chr1	6533161	6533181	chr1-14133	15.5	-	1.721	1.7445	3.4655	2	Alu	ENSG00000162408.12	""	TE
chr1	6538652	6538672	chr1-1695	7.47	-	0.9834	1.1894	2.1729	2	Alu	ENSG00000162408.12	""	TE
chr1	6544255	6544275	chr1-2759	7.47	-	0.9834	0.8723	1.8557	2	Alu	ENSG00000162408.12	""	TE
chr1	6545892	6545912	chr1-2131	42.5	-	3.0733	5.7093	8.7826	2	Alu	ENSG00000162408.12	""	TE
chr1	6547494	6547514	chr1-3589	8.33	-	0.6147	1.1101	1.7248	2	Deep intronic	ENSG00000162408.12	""	Genic
chr1	6547664	6547684	chr1-6061	6.89	-	0.9834	1.467	2.4504	2	Alu	ENSG00000162408.12	""	TE
chr1	6547822	6547842	chr1-1362	16.4	-	1.844	2.141	3.985	2	Alu	ENSG00000162408.12	""	TE
chr1	6548590	6548610	chr1-4668	7.47	-	2.0898	1.2687	3.3586	2	LINE	ENSG00000162408.12	""	TE
chr1	6548656	6548676	chr1-4669	13.2	-	2.2128	2.2996	4.5123	2	LINE	ENSG00000162408.12	""	TE
chr1	6549055	6549075	chr1-6063	15.5	-	1.844	1.9428	3.7867	2	Alu	ENSG00000162408.12	""	TE
chr1	6549263	6549283	chr1-8083	4.88	-	0.8605	1.3084	2.1689	2	Satellite/LC	ENSG00000162408.12	""	TE
chr1	6582955	6582975	chr1-3590	7.18	+	0.7376	1.0308	1.7684	2	3'UTR-distal	ENSG00000204859.14	""	Genic
chr1	6583014	6583034	chr1-206	21	+	1.3522	3.3701	4.7223	2	3'UTR-distal	ENSG00000204859.14	""	Genic
chr1	6583338	6583358	chr1-2760	9.48	+	0.6147	1.2291	1.8437	2	3'UTR-distal	ENSG00000204859.14	""	Genic
chr1	6583624	6583644	chr1-4670	13.8	+	1.3522	1.7049	3.0571	2	3'UTR-distal	ENSG00000204859.14	""	Genic
chr1	6583803	6583823	chr1-1089	27	+	2.7045	3.3304	6.0349	2	3'UTR-distal	ENSG00000204859.14	""	Genic
chr1	6591372	6591392	chr1-3591	12.1	-	1.721	1.8238	3.5448	2	3'UTR	ENSG00000162413.17	KLHL21	Genic
chr1	6592274	6592294	chr1-10711	6.03	-	0.8605	0.793	1.6535	2	3'UTR	ENSG00000162413.17	KLHL21	Genic
chr1	6594694	6594714	chr1-4671	23	-	1.1064	2.934	4.0403	2	3'UTR	ENSG00000162413.17	KLHL21	Genic
chr1	6595236	6595256	chr1-860	9.48	-	1.3522	1.6652	3.0175	2	3'UTR	ENSG00000162413.17	KLHL21	Genic
chr1	6595990	6596010	chr1-10715	4.31	-	1.1064	0.7533	1.8597	2	Deep intronic	ENSG00000162413.17	KLHL21	Genic
chr1	6596412	6596432	chr1-4673	12.6	-	1.5981	1.6256	3.2237	2	Alu	ENSG00000162413.17	KLHL21	TE
chr1	6598245	6598265	chr1-14143	6.61	-	1.4752	0.9912	2.4664	2	Alu	ENSG00000162413.17	KLHL21	TE
chr1	6598353	6598373	chr1-4674	6.03	-	1.2293	0.9516	2.1809	2	Alu	ENSG00000162413.17	KLHL21	TE
chr1	6598541	6598561	chr1-6065	9.19	-	1.1064	1.1498	2.2562	2	Alu	ENSG00000162413.17	KLHL21	TE
chr1	6598901	6598921	chr1-10718	3.73	-	0.8605	1.348	2.2085	2	Alu	ENSG00000162413.17	KLHL21	TE
chr1	6616054	6616074	chr1-10719	11.2	+	1.1064	1.5066	2.613	2	Alu	ENSG00000116273.7	""	TE
chr1	6638012	6638032	chr1-2761	8.9	-	0.4917	1.6652	2.1569	2	Proximal intronic	ENSG00000007923.18	""	Genic
chr1	6650235	6650255	chr1-14148	7.75	-	0.9834	1.1101	2.0936	2	Alu	ENSG00000007923.18	""	TE
chr1	6650542	6650562	chr1-3592	10.6	-	0.7376	1.3877	2.1253	2	Alu	ENSG00000007923.18	""	TE
chr1	6650847	6650867	chr1-6066	4.02	-	0.4917	1.467	1.9587	2	Alu	ENSG00000007923.18	""	TE
chr1	6795210	6795230	chr1-10725	6.32	+	0.9834	0.674	1.6575	2	Alu	ENSG00000171735.21	CAMTA1	TE
chr1	6796165	6796185	chr1-8089	5.74	+	0.9834	0.8723	1.8557	2	Alu	ENSG00000171735.21	CAMTA1	TE
chr1	6828316	6828336	chr1-8090	15.2	+	1.1064	1.8635	2.9698	2	Alu	ENSG00000171735.21	CAMTA1	TE
chr1	6834664	6834684	chr1-10727	8.9	+	1.1064	0.9912	2.0976	2	Alu	ENSG00000171735.21	CAMTA1	TE
chr1	6871807	6871827	chr1-2762	7.75	+	1.844	1.5463	3.3902	2	3'UTR	ENSG00000171735.21	CAMTA1	Genic
chr1	6871916	6871936	chr1-25578	3.45	+	0.7376	1.0308	1.7684	2	3'UTR	ENSG00000171735.21	CAMTA1	Genic
chr1	6879634	6879654	chr1-10730	6.89	+	1.2293	0.793	2.0223	2	Alu	ENSG00000171735.21	CAMTA1	TE
chr1	6879811	6879831	chr1-10731	8.9	+	0.8605	1.0705	1.931	2	Alu	ENSG00000171735.21	CAMTA1	TE
chr1	7775372	7775392	chr1-6071	24.4	+	1.5981	3.2511	4.8492	2	3'UTR-distal	ENSG00000049245.13	VAMP3	Genic
chr1	7776832	7776852	chr1-14155	6.03	+	0.7376	0.9516	1.6891	2	3'UTR-distal	ENSG00000049245.13	VAMP3	Genic
chr1	7779810	7779830	chr1-18988	4.02	+	0.6147	1.0308	1.6455	2	3'UTR	ENSG00000049245.13	VAMP3	Genic
chr1	7844065	7844085	chr1-1696	9.48	+	1.721	1.5859	3.307	2	3'UTR	ENSG00000049246.16	""	Genic
chr1	7961731	7961751	chr1-1364	8.33	+	1.3522	1.1894	2.5417	2	5'UTR	ENSG00000116288.14	""	Genic
chr1	7962777	7962797	chr1-4676	4.31	+	1.1064	0.7137	1.82	2	5'UTR	ENSG00000116288.14	""	Genic
chr1	7970923	7970943	chr1-2132	6.03	+	1.1064	1.2291	2.3355	2	CDS	ENSG00000116288.14	""	Genic
chr1	7977664	7977684	chr1-302	9.19	+	0.8605	1.2687	2.1293	2	CDS	ENSG00000116288.14	""	Genic
chr1	7981685	7981705	chr1-10732	10.3	+	0.9834	1.3877	2.3711	2	Alu	ENSG00000116288.14	""	TE
chr1	8369175	8369195	chr1-18993	7.47	-	0.7376	1.1101	1.8477	2	Alu	ENSG00000142599.21	""	TE
chr1	8395453	8395473	chr1-25593	9.76	-	0.8605	1.1101	1.9707	2	Alu	ENSG00000142599.21	""	TE
chr1	8400810	8400830	chr1-10735	8.04	-	0.8605	0.9912	1.8517	2	Alu	ENSG00000142599.21	""	TE
chr1	8442355	8442375	chr1-8094	4.59	-	1.2293	0.9119	2.1412	2	Alu	ENSG00000142599.21	""	TE
chr1	8443424	8443444	chr1-352	37.6	-	2.4586	4.7974	7.256	2	Alu	ENSG00000142599.21	""	TE
chr1	8490022	8490042	chr1-14164	11.2	-	0.8605	1.348	2.2085	2	Alu	ENSG00000142599.21	""	TE
chr1	8491603	8491623	chr1-8095	7.47	-	1.3522	0.8326	2.1848	2	Alu	ENSG00000142599.21	""	TE
chr1	8493061	8493081	chr1-4677	6.61	-	0.9834	1.0705	2.0539	2	Alu	ENSG00000142599.21	""	TE
chr1	8514696	8514716	chr1-18999	6.61	-	0.4917	1.3877	1.8794	2	Alu	ENSG00000142599.21	""	TE
chr1	8516203	8516223	chr1-6073	12.9	-	1.4752	1.467	2.9421	2	Alu	ENSG00000142599.21	""	TE
chr1	8537182	8537202	chr1-3594	11.5	-	1.1064	1.4273	2.5337	2	Alu	ENSG00000142599.21	""	TE
chr1	8554593	8554613	chr1-6074	4.88	-	0.7376	0.9516	1.6891	2	Alu	ENSG00000142599.21	""	TE
chr1	8554651	8554671	chr1-1090	21.3	-	1.5981	3.0529	4.651	2	Alu	ENSG00000142599.21	""	TE
chr1	8569863	8569883	chr1-2763	14.4	-	1.9669	2.6168	4.5837	2	Alu	ENSG00000142599.21	""	TE
chr1	8589115	8589135	chr1-2133	10.9	-	1.9669	1.2687	3.2356	2	Alu	ENSG00000142599.21	""	TE
chr1	8603912	8603932	chr1-8099	18.1	-	1.1064	2.2203	3.3267	2	Alu	ENSG00000142599.21	""	TE
chr1	8607336	8607356	chr1-6075	8.62	-	1.1064	1.2291	2.3355	2	Alu	ENSG00000142599.21	""	TE
chr1	8608493	8608513	chr1-8100	5.17	-	0.8605	0.9516	1.8121	2	Alu	ENSG00000142599.21	""	TE
chr1	8609193	8609213	chr1-10743	12.6	-	1.721	1.6652	3.3862	2	Alu	ENSG00000142599.21	""	TE
chr1	8611493	8611513	chr1-1365	10.6	-	1.4752	2.2599	3.7351	2	Alu	ENSG00000142599.21	""	TE
chr1	8623264	8623284	chr1-10745	8.04	-	0.8605	0.9912	1.8517	2	Alu	ENSG00000142599.21	""	TE
chr1	8649704	8649724	chr1-6077	12.6	-	0.9834	1.467	2.4504	2	Alu	ENSG00000142599.21	""	TE
chr1	8686724	8686744	chr1-8103	9.19	-	1.3522	0.9119	2.2641	2	Alu	ENSG00000142599.21	""	TE
chr1	8694730	8694750	chr1-6078	4.31	-	0.9834	0.8326	1.8161	2	Alu	ENSG00000142599.21	""	TE
chr1	8695748	8695768	chr1-10747	6.89	-	1.3522	1.5859	2.9382	2	Alu	ENSG00000142599.21	""	TE
chr1	8710589	8710609	chr1-10748	4.88	-	0.8605	0.9912	1.8517	2	Alu	ENSG00000142599.21	""	TE
chr1	8711131	8711151	chr1-14181	9.19	-	1.1064	1.0705	2.1769	2	Alu	ENSG00000142599.21	""	TE
chr1	8716123	8716143	chr1-6080	9.19	-	1.3522	1.1894	2.5417	2	Alu	ENSG00000142599.21	""	TE
chr1	8716271	8716291	chr1-8104	14.4	-	1.9669	2.1013	4.0682	2	Alu	ENSG00000142599.21	""	TE
chr1	8721026	8721046	chr1-4679	16.4	-	0.9834	2.2203	3.2037	2	Alu	ENSG00000142599.21	""	TE
chr1	8736825	8736845	chr1-10750	9.19	-	0.6147	1.1894	1.8041	2	First intron	ENSG00000142599.21	""	Genic
chr1	8749961	8749981	chr1-8106	8.62	-	1.1064	1.1894	2.2958	2	Alu	ENSG00000142599.21	""	TE
chr1	8750123	8750143	chr1-8108	24.1	-	1.844	2.9736	4.8176	2	Alu	ENSG00000142599.21	""	TE
chr1	8752176	8752196	chr1-2764	8.33	-	0.4917	1.348	1.8398	2	Other SINE	ENSG00000142599.21	""	TE
chr1	8759501	8759521	chr1-6081	6.32	-	1.1064	1.1894	2.2958	2	First intron	ENSG00000142599.21	""	Genic
chr1	8762920	8762940	chr1-6082	5.74	-	1.2293	0.8326	2.0619	2	First intron	ENSG00000142599.21	""	Genic
chr1	8763607	8763627	chr1-3595	10.1	-	1.4752	1.6256	3.1007	2	Alu	ENSG00000142599.21	""	TE
chr1	8764072	8764092	chr1-8109	4.59	-	0.9834	0.793	1.7764	2	First intron	ENSG00000142599.21	""	Genic
chr1	8765628	8765648	chr1-8110	7.47	-	1.1064	1.3084	2.4148	2	Alu	ENSG00000142599.21	""	TE
chr1	8766097	8766117	chr1-862	12.9	-	1.721	1.8238	3.5448	2	Alu	ENSG00000142599.21	""	TE
chr1	8766518	8766538	chr1-6083	8.9	-	4.4255	3.489	7.9145	2	Alu	ENSG00000142599.21	""	TE
chr1	8767577	8767597	chr1-1366	31.9	-	2.7045	5.3525	8.057	2	Alu	ENSG00000142599.21	""	TE
chr1	8769209	8769229	chr1-14190	4.02	-	0.9834	0.9516	1.935	2	First intron	ENSG00000142599.21	""	Genic
chr1	8771499	8771519	chr1-14191	9.19	-	1.2293	0.9119	2.1412	2	Alu	ENSG00000142599.21	""	TE
chr1	8771719	8771739	chr1-3596	10.1	-	0.6147	1.4273	2.042	2	Alu	ENSG00000142599.21	""	TE
chr1	8772906	8772926	chr1-19030	10.6	-	1.5981	1.467	3.0651	2	Alu	ENSG00000142599.21	""	TE
chr1	8773498	8773518	chr1-2765	24.7	-	1.844	3.3701	5.214	2	Alu	ENSG00000142599.21	""	TE
chr1	8778786	8778806	chr1-1367	36.5	-	3.3191	4.5199	7.839	2	Alu	ENSG00000142599.21	""	TE
chr1	8779477	8779497	chr1-14192	7.18	-	0.9834	0.793	1.7764	2	Alu	ENSG00000142599.21	""	TE
chr1	8780001	8780021	chr1-4680	7.18	-	0.8605	1.0705	1.931	2	Alu	ENSG00000142599.21	""	TE
chr1	8781329	8781349	chr1-2766	17.5	-	2.2128	2.022	4.2348	2	Alu	ENSG00000142599.21	""	TE
chr1	8781496	8781516	chr1-4681	14.9	-	1.5981	1.8635	3.4616	2	Alu	ENSG00000142599.21	""	TE
chr1	8782456	8782476	chr1-6087	4.31	-	0.7376	0.9516	1.6891	2	LINE	ENSG00000142599.21	""	TE
chr1	8783306	8783326	chr1-3598	9.19	-	1.9669	1.467	3.4339	2	Alu	ENSG00000142599.21	""	TE
chr1	8785017	8785037	chr1-19035	3.73	-	1.1064	0.9119	2.0183	2	First intron	ENSG00000142599.21	""	Genic
chr1	8789208	8789228	chr1-2134	9.19	-	0.8605	1.5463	2.4068	2	Alu	ENSG00000142599.21	""	TE
chr1	8789257	8789277	chr1-4682	10.6	-	0.9834	1.3877	2.3711	2	Alu	ENSG00000142599.21	""	TE
chr1	8792067	8792087	chr1-1368	17.5	-	1.721	2.6168	4.3378	2	Alu	ENSG00000142599.21	""	TE
chr1	8793131	8793151	chr1-8114	15.8	-	0.6147	2.6961	3.3107	2	Alu	ENSG00000142599.21	""	TE
chr1	8797044	8797064	chr1-10756	8.9	-	0.9834	1.3877	2.3711	2	First intron	ENSG00000142599.21	""	Genic
chr1	8797348	8797368	chr1-2135	35.9	-	3.0733	4.5992	7.6724	2	Alu	ENSG00000142599.21	""	TE
chr1	8797530	8797550	chr1-3599	6.32	-	1.2293	1.1894	2.4188	2	First intron	ENSG00000142599.21	""	Genic
chr1	8798373	8798393	chr1-3600	33.9	-	3.8109	3.9252	7.736	2	Alu	ENSG00000142599.21	""	TE
chr1	8798517	8798537	chr1-10757	6.03	-	0.9834	0.793	1.7764	2	First intron	ENSG00000142599.21	""	Genic
chr1	8800232	8800252	chr1-6090	14.1	-	1.4752	1.6256	3.1007	2	Alu	ENSG00000142599.21	""	TE
chr1	8802764	8802784	chr1-10758	6.03	-	1.844	0.9912	2.8352	2	First intron	ENSG00000142599.21	""	Genic
chr1	8805621	8805641	chr1-1369	23	-	1.1064	3.0529	4.1593	2	Alu	ENSG00000142599.21	""	TE
chr1	8805802	8805822	chr1-8115	6.32	-	1.1064	0.7137	1.82	2	Alu	ENSG00000142599.21	""	TE
chr1	8808122	8808142	chr1-10759	8.04	-	0.8605	0.9119	1.7724	2	Alu	ENSG00000142599.21	""	TE
chr1	8810722	8810742	chr1-6091	12.9	-	1.3522	1.6652	3.0175	2	First intron	ENSG00000142599.21	""	Genic
chr1	8811579	8811599	chr1-14205	8.62	-	0.9834	1.0308	2.0143	2	Alu	ENSG00000142599.21	""	TE
chr1	8815880	8815900	chr1-8117	6.03	-	0.8605	1.3084	2.1689	2	First intron	ENSG00000142599.21	""	Genic
chr1	8861117	8861137	chr1-1370	10.1	-	2.3357	2.815	5.1507	2	3'UTR	ENSG00000074800.17	""	Genic
chr1	8861695	8861715	chr1-2136	8.9	-	1.2293	2.2203	3.4496	2	Proximal intronic	ENSG00000074800.17	""	Genic
chr1	8862121	8862141	chr1-2767	36.2	-	2.5816	4.956	7.5376	2	Alu	ENSG00000074800.17	""	TE
chr1	8862248	8862268	chr1-2137	7.75	-	0.9834	1.2291	2.2125	2	Alu	ENSG00000074800.17	""	TE
chr1	8862911	8862931	chr1-353	8.9	-	1.3522	0.5947	1.947	2	CDS	ENSG00000074800.17	""	Genic
chr1	8863240	8863260	chr1-4685	4.02	-	1.4752	1.5066	2.9818	2	CDS	ENSG00000074800.17	""	Genic
