chr	start	end	name	score	strand	NormedTC_ENCFF040BGS	NormedTC_ENCFF065BIC	NormedTC_HepG2_HNRNPC	BC_HepG2_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr1	1864287	1864307	chr1-3024	11.2	-	1.1345	1.6576	2.7921	2	Alu	ENSG00000078369.20	""	TE
chr1	1865235	1865255	chr1-2286	9.46	-	1.6072	1.013	2.6202	2	Alu	ENSG00000078369.20	""	TE
chr1	1866223	1866243	chr1-9947	8.6	-	1.3236	0.8288	2.1524	2	Alu	ENSG00000078369.20	""	TE
chr1	1866591	1866611	chr1-3458	12.5	-	2.08	1.8418	3.9217	2	First intron	ENSG00000078369.20	""	Genic
chr1	1866926	1866946	chr1-652	20.2	-	2.5527	3.3152	5.8679	2	Alu	ENSG00000078369.20	""	TE
chr1	1867233	1867253	chr1-71	39.5	-	4.5381	5.4332	9.9713	2	Alu	ENSG00000078369.20	""	TE
chr1	1868962	1868982	chr1-7112	5.59	-	1.3236	1.8418	3.1654	2	Alu	ENSG00000078369.20	""	TE
chr1	1869159	1869179	chr1-1056	25.8	-	2.7418	3.3152	6.0569	2	Alu	ENSG00000078369.20	""	TE
chr1	1869523	1869543	chr1-6162	5.59	-	0.5673	1.2892	1.8565	2	First intron	ENSG00000078369.20	""	Genic
chr1	1870383	1870403	chr1-4574	7.74	-	1.5127	2.5785	4.0912	2	Alu	ENSG00000078369.20	""	TE
chr1	1870897	1870917	chr1-1986	14.2	-	2.08	1.2892	3.3692	2	Alu	ENSG00000078369.20	""	TE
chr1	1874130	1874150	chr1-5306	8.17	-	1.5127	0.7367	2.2494	2	First intron	ENSG00000078369.20	""	Genic
chr1	1874576	1874596	chr1-1743	18.1	-	3.6872	1.7497	5.4369	2	Alu	ENSG00000078369.20	""	TE
chr1	1874762	1874782	chr1-939	38.7	-	7.1853	3.8677	11.053	2	Alu	ENSG00000078369.20	""	TE
chr1	1877270	1877290	chr1-290	24.9	-	4.0654	4.236	8.3014	2	Alu	ENSG00000078369.20	""	TE
chr1	1877350	1877370	chr1-3025	6.45	-	1.1345	2.3022	3.4367	2	First intron	ENSG00000078369.20	""	Genic
chr1	1877627	1877647	chr1-11874	6.02	-	0.8509	1.013	1.8639	2	Alu	ENSG00000078369.20	""	TE
chr1	1882398	1882418	chr1-314	33.5	-	5.5781	2.6706	8.2486	2	Alu	ENSG00000078369.20	""	TE
chr1	1882895	1882915	chr1-9950	9.03	-	1.04	0.9209	1.9609	2	Alu	ENSG00000078369.20	""	TE
chr1	1883079	1883099	chr1-2287	13.3	-	1.3236	1.9338	3.2575	2	Alu	ENSG00000078369.20	""	TE
chr1	1883251	1883271	chr1-342	23.2	-	2.4581	3.2231	5.6812	2	Alu	ENSG00000078369.20	""	TE
chr1	1883416	1883436	chr1-11877	6.88	-	1.7018	0.1842	1.886	2	First intron	ENSG00000078369.20	""	Genic
chr1	1885976	1885996	chr1-732	15.5	-	1.7963	2.5785	4.3748	2	First intron	ENSG00000078369.20	""	Genic
chr1	1886999	1887019	chr1-3026	12.9	-	1.6072	1.3813	2.9886	2	Alu	ENSG00000078369.20	""	TE
chr1	1887095	1887115	chr1-4575	8.6	-	1.1345	1.013	2.1475	2	First intron	ENSG00000078369.20	""	Genic
chr1	1887201	1887221	chr1-3977	6.45	-	0.8509	1.1971	2.048	2	First intron	ENSG00000078369.20	""	Genic
chr1	1888006	1888026	chr1-2288	10.7	-	1.4182	1.7497	3.1678	2	First intron	ENSG00000078369.20	""	Genic
chr1	1888337	1888357	chr1-1987	12.5	-	0.7564	2.3022	3.0586	2	First intron	ENSG00000078369.20	""	Genic
chr1	1888453	1888473	chr1-5309	6.02	-	0.6618	1.6576	2.3194	2	First intron	ENSG00000078369.20	""	Genic
chr1	1889629	1889649	chr1-733	36.1	-	6.3344	3.5914	9.9259	2	Alu	ENSG00000078369.20	""	TE
chr1	1947900	1947920	chr1-5310	7.74	+	0.9454	1.1971	2.1426	2	Alu	""	""	TE
chr1	1948301	1948321	chr1-9952	10.7	+	2.1745	1.3813	3.5558	2	Alu	""	""	TE
chr1	1948616	1948636	chr1-824	35.7	+	5.1999	3.7756	8.9755	2	Alu	""	""	TE
chr1	1950362	1950382	chr1-7118	7.31	+	1.04	1.1971	2.2371	2	Alu	""	""	TE
chr1	1952685	1952705	chr1-6165	9.03	+	1.3236	0.8288	2.1524	2	Alu	""	""	TE
chr1	2001360	2001380	chr1-4576	15	+	4.8217	0.0921	4.9138	2	Alu	""	""	TE
chr1	2054972	2054992	chr1-7119	6.02	+	1.1345	0.8288	1.9633	2	Alu	ENSG00000067606.18	""	TE
chr1	2057732	2057752	chr1-3978	9.46	+	0.9454	1.4734	2.4188	2	Alu	ENSG00000067606.18	""	TE
chr1	2062503	2062523	chr1-374	34	+	4.9163	2.6706	7.5868	2	Alu	ENSG00000067606.18	""	TE
chr1	2062679	2062699	chr1-9954	6.45	+	0.9454	0.9209	1.8663	2	Alu	ENSG00000067606.18	""	TE
chr1	2063337	2063357	chr1-4577	12	+	2.08	0.9209	3.0008	2	Alu	ENSG00000067606.18	""	TE
chr1	2063869	2063889	chr1-1988	15.9	+	2.3636	1.3813	3.7449	2	Alu	ENSG00000067606.18	""	TE
chr1	2079772	2079792	chr1-7122	6.02	+	0.7564	1.2892	2.0456	2	First intron	ENSG00000067606.18	""	Genic
chr1	2087411	2087431	chr1-1744	10.3	+	1.2291	1.1971	2.4262	2	First intron	ENSG00000067606.18	""	Genic
chr1	2091056	2091076	chr1-2289	9.89	+	1.7963	0.9209	2.7172	2	Alu	ENSG00000067606.18	""	TE
chr1	2102870	2102890	chr1-3979	6.45	+	0.3782	1.4734	1.8516	2	First intron	ENSG00000067606.18	""	Genic
chr1	2112705	2112725	chr1-8386	8.6	+	1.2291	0.6446	1.8737	2	Alu	ENSG00000067606.18	""	TE
chr1	2112879	2112899	chr1-8387	7.31	+	1.04	0.8288	1.8688	2	Alu	ENSG00000067606.18	""	TE
chr1	2116952	2116972	chr1-3027	8.17	+	1.4182	1.1051	2.5232	2	Alu	ENSG00000067606.18	""	TE
chr1	2118021	2118041	chr1-4578	9.46	+	2.2691	0.6446	2.9137	2	Alu	ENSG00000067606.18	""	TE
chr1	2119239	2119259	chr1-11884	6.02	+	1.04	0.9209	1.9609	2	Alu	ENSG00000067606.18	""	TE
chr1	2157604	2157624	chr1-940	13.3	+	1.1345	1.9338	3.0684	2	Alu	ENSG00000067606.18	""	TE
chr1	2157743	2157763	chr1-3028	8.17	+	0.6618	1.6576	2.3194	2	Alu	ENSG00000067606.18	""	TE
chr1	2191419	2191439	chr1-3980	14.6	-	1.5127	1.9338	3.4466	2	Deep intronic	ENSG00000162585.18	""	Genic
chr1	2191856	2191876	chr1-5311	7.74	-	1.2291	1.1051	2.3341	2	Deep intronic	ENSG00000162585.18	""	Genic
chr1	2200060	2200080	chr1-7123	11.2	-	2.08	0.3684	2.4483	2	Alu	""	""	TE
chr1	2230432	2230452	chr1-3981	8.17	+	0.5673	1.5655	2.1328	2	First intron	ENSG00000157933.12	""	Genic
chr1	2231184	2231204	chr1-2290	13.3	+	0.9454	2.4864	3.4318	2	First intron	ENSG00000157933.12	""	Genic
chr1	2231410	2231430	chr1-941	13.3	+	1.3236	3.131	4.4546	2	First intron	ENSG00000157933.12	""	Genic
chr1	2232401	2232421	chr1-4579	7.31	+	0.8509	1.8418	2.6927	2	First intron	ENSG00000157933.12	""	Genic
chr1	2232838	2232858	chr1-1745	11.2	+	0.8509	2.2101	3.061	2	Other SINE	ENSG00000157933.12	""	TE
chr1	2232947	2232967	chr1-1746	13.8	+	0.8509	2.5785	3.4294	2	First intron	ENSG00000157933.12	""	Genic
chr1	2233625	2233645	chr1-3459	9.03	+	0.6618	1.8418	2.5036	2	First intron	ENSG00000157933.12	""	Genic
chr1	2233867	2233887	chr1-3460	10.3	+	0.7564	2.118	2.8744	2	First intron	ENSG00000157933.12	""	Genic
chr1	2234021	2234041	chr1-1199	14.2	+	1.2291	3.131	4.3601	2	First intron	ENSG00000157933.12	""	Genic
chr1	2234106	2234126	chr1-1989	11.2	+	0.8509	2.2101	3.061	2	First intron	ENSG00000157933.12	""	Genic
chr1	2234799	2234819	chr1-3029	9.03	+	1.7018	0.5525	2.2543	2	First intron	ENSG00000157933.12	""	Genic
chr1	2234961	2234981	chr1-1200	17.2	+	1.2291	3.9598	5.1889	2	First intron	ENSG00000157933.12	""	Genic
chr1	2235066	2235086	chr1-421	42.1	+	4.5381	4.8807	9.4188	2	Alu	ENSG00000157933.12	""	TE
chr1	2235363	2235383	chr1-1990	9.89	+	0.6618	2.5785	3.2403	2	First intron	ENSG00000157933.12	""	Genic
chr1	2235556	2235576	chr1-3461	9.03	+	0.5673	2.0259	2.5932	2	First intron	ENSG00000157933.12	""	Genic
chr1	2235632	2235652	chr1-468	22.8	+	1.5127	5.249	6.7617	2	First intron	ENSG00000157933.12	""	Genic
chr1	2236124	2236144	chr1-3030	8.6	+	0.3782	1.8418	2.2199	2	First intron	ENSG00000157933.12	""	Genic
chr1	2236235	2236255	chr1-1201	9.89	+	1.2291	2.9468	4.1759	2	First intron	ENSG00000157933.12	""	Genic
chr1	2236814	2236834	chr1-11890	6.02	+	0.5673	1.2892	1.8565	2	First intron	ENSG00000157933.12	""	Genic
chr1	2237237	2237257	chr1-6169	6.45	+	0.4727	1.3813	1.854	2	First intron	ENSG00000157933.12	""	Genic
chr1	2237736	2237756	chr1-8389	6.45	+	1.3236	0.7367	2.0603	2	First intron	ENSG00000157933.12	""	Genic
chr1	2238216	2238236	chr1-4580	6.88	+	0.6618	1.5655	2.2273	2	First intron	ENSG00000157933.12	""	Genic
chr1	2238314	2238334	chr1-2632	9.03	+	0.8509	1.2892	2.1401	2	First intron	ENSG00000157933.12	""	Genic
chr1	2239277	2239297	chr1-2291	10.7	+	1.9854	2.2101	4.1955	2	First intron	ENSG00000157933.12	""	Genic
chr1	2239430	2239450	chr1-4581	8.17	+	0.4727	1.6576	2.1303	2	First intron	ENSG00000157933.12	""	Genic
chr1	2240138	2240158	chr1-3982	10.7	+	1.04	1.9338	2.9738	2	First intron	ENSG00000157933.12	""	Genic
chr1	2240320	2240340	chr1-3983	9.89	+	0.5673	3.0389	3.6062	2	First intron	ENSG00000157933.12	""	Genic
chr1	2240515	2240535	chr1-3462	8.6	+	0.4727	2.0259	2.4987	2	First intron	ENSG00000157933.12	""	Genic
chr1	2241418	2241438	chr1-165	38.7	+	4.6327	6.0778	10.7105	2	Alu	ENSG00000157933.12	""	TE
chr1	2241586	2241606	chr1-4582	7.74	+	1.6072	1.013	2.6202	2	Alu	ENSG00000157933.12	""	TE
chr1	2242007	2242027	chr1-3031	8.6	+	0.7564	2.2101	2.9665	2	Satellite/LC	ENSG00000157933.12	""	TE
chr1	2242075	2242095	chr1-3463	9.89	+	0.6618	2.0259	2.6877	2	First intron	ENSG00000157933.12	""	Genic
chr1	2242370	2242390	chr1-1536	13.8	+	1.4182	3.131	4.5492	2	First intron	ENSG00000157933.12	""	Genic
chr1	2242544	2242564	chr1-124	52	+	7.6581	5.9857	13.6438	2	Alu	ENSG00000157933.12	""	TE
chr1	2242712	2242732	chr1-1991	10.3	+	1.5127	2.3022	3.8149	2	Alu	ENSG00000157933.12	""	TE
chr1	2242833	2242853	chr1-8390	10.3	+	1.9854	0.9209	2.9063	2	First intron	ENSG00000157933.12	""	Genic
chr1	2243747	2243767	chr1-3464	6.88	+	0.9454	1.6576	2.603	2	First intron	ENSG00000157933.12	""	Genic
chr1	2245492	2245512	chr1-21745	9.46	+	1.1345	0.9209	2.0554	2	Alu	ENSG00000157933.12	""	TE
chr1	2245663	2245683	chr1-8391	10.3	+	1.5127	1.013	2.5257	2	Alu	ENSG00000157933.12	""	TE
chr1	2245823	2245843	chr1-469	39.1	+	3.8763	6.262	10.1383	2	Alu	ENSG00000157933.12	""	TE
chr1	2245986	2246006	chr1-2633	9.46	+	1.7018	1.013	2.7148	2	Alu	ENSG00000157933.12	""	TE
chr1	2246138	2246158	chr1-593	16.8	+	2.08	5.6174	7.6973	2	LINE	ENSG00000157933.12	""	TE
chr1	2246224	2246244	chr1-1992	12.5	+	1.2291	2.8547	4.0838	2	LINE	ENSG00000157933.12	""	TE
chr1	2247287	2247307	chr1-7130	7.74	+	0.3782	2.7626	3.1408	2	First intron	ENSG00000157933.12	""	Genic
chr1	2247708	2247728	chr1-1363	11.6	+	0.9454	2.3943	3.3397	2	First intron	ENSG00000157933.12	""	Genic
chr1	2248007	2248027	chr1-1993	8.17	+	1.1345	2.4864	3.6209	2	First intron	ENSG00000157933.12	""	Genic
chr1	2248219	2248239	chr1-4583	8.17	+	0.6618	1.8418	2.5036	2	First intron	ENSG00000157933.12	""	Genic
chr1	2248479	2248499	chr1-3984	8.17	+	1.04	1.4734	2.5134	2	First intron	ENSG00000157933.12	""	Genic
chr1	2248791	2248811	chr1-7132	8.6	+	0.8509	1.1051	1.956	2	First intron	ENSG00000157933.12	""	Genic
chr1	2249932	2249952	chr1-470	18.1	+	2.1745	2.6706	4.8451	2	Alu	ENSG00000157933.12	""	TE
chr1	2250483	2250503	chr1-3465	6.88	+	1.1345	1.8418	2.9763	2	First intron	ENSG00000157933.12	""	Genic
chr1	2250616	2250636	chr1-2634	9.46	+	1.1345	2.0259	3.1605	2	First intron	ENSG00000157933.12	""	Genic
chr1	2251313	2251333	chr1-166	25.8	+	2.1745	4.4202	6.5947	2	Alu	ENSG00000157933.12	""	TE
chr1	2251461	2251481	chr1-2292	8.17	+	1.04	2.0259	3.0659	2	First intron	ENSG00000157933.12	""	Genic
chr1	2251641	2251661	chr1-1537	11.2	+	0.4727	2.9468	3.4195	2	First intron	ENSG00000157933.12	""	Genic
chr1	2251878	2251898	chr1-7135	6.45	+	0.2836	1.6576	1.9412	2	First intron	ENSG00000157933.12	""	Genic
chr1	2252252	2252272	chr1-9968	5.59	+	0.7564	1.6576	2.4139	2	First intron	ENSG00000157933.12	""	Genic
chr1	2252492	2252512	chr1-4584	8.17	+	0.7564	2.0259	2.7823	2	First intron	ENSG00000157933.12	""	Genic
chr1	2253426	2253446	chr1-8393	6.02	+	0.6618	1.2892	1.951	2	First intron	ENSG00000157933.12	""	Genic
chr1	2253703	2253723	chr1-7136	6.45	+	0.4727	1.4734	1.9461	2	First intron	ENSG00000157933.12	""	Genic
chr1	2254942	2254962	chr1-1538	12.9	+	1.4182	2.0259	3.4441	2	First intron	ENSG00000157933.12	""	Genic
chr1	2256902	2256922	chr1-213	22.4	+	1.3236	4.144	5.4676	2	LINE	ENSG00000157933.12	""	TE
chr1	2257765	2257785	chr1-1057	12.9	+	1.7018	2.118	3.8198	2	Alu	ENSG00000157933.12	""	TE
chr1	2258580	2258600	chr1-200	27.1	+	3.12	3.8677	6.9876	2	Alu	ENSG00000157933.12	""	TE
chr1	2258871	2258891	chr1-734	25.8	+	3.2145	3.9598	7.1743	2	First intron	ENSG00000157933.12	""	Genic
chr1	2259164	2259184	chr1-594	29.7	+	3.8763	3.4993	7.3756	2	First intron	ENSG00000157933.12	""	Genic
chr1	2259853	2259873	chr1-3032	7.31	+	0.6618	1.9338	2.5957	2	LINE	ENSG00000157933.12	""	TE
chr1	2260567	2260587	chr1-343	24.1	+	4.0654	2.9468	7.0122	2	Alu	ENSG00000157933.12	""	TE
chr1	2260731	2260751	chr1-1202	16.3	+	2.5527	2.3943	4.947	2	Alu	ENSG00000157933.12	""	TE
chr1	2260862	2260882	chr1-1539	13.8	+	1.7963	1.7497	3.546	2	LINE	ENSG00000157933.12	""	TE
chr1	2260987	2261007	chr1-2635	10.3	+	1.9854	1.1971	3.1826	2	LINE	ENSG00000157933.12	""	TE
chr1	2261778	2261798	chr1-11903	4.3	+	0.3782	1.7497	2.1278	2	LINE	ENSG00000157933.12	""	TE
chr1	2262439	2262459	chr1-3466	7.74	+	0.4727	1.4734	1.9461	2	First intron	ENSG00000157933.12	""	Genic
chr1	2262925	2262945	chr1-130	37.8	+	5.6726	5.249	10.9217	2	Alu	ENSG00000157933.12	""	TE
chr1	2263263	2263283	chr1-11904	15.5	+	2.3636	1.9338	4.2974	2	Alu	ENSG00000157933.12	""	TE
chr1	2263428	2263448	chr1-942	13.8	+	1.1345	2.5785	3.713	2	Alu	ENSG00000157933.12	""	TE
chr1	2263704	2263724	chr1-2293	18.5	+	2.1745	1.8418	4.0163	2	Alu	ENSG00000157933.12	""	TE
chr1	2264459	2264479	chr1-2294	11.6	+	1.9854	1.5655	3.5509	2	Alu	ENSG00000157933.12	""	TE
chr1	2264593	2264613	chr1-4585	11.2	+	1.9854	1.1051	3.0905	2	Alu	ENSG00000157933.12	""	TE
chr1	2264838	2264858	chr1-315	35.7	+	5.1999	3.7756	8.9755	2	Alu	ENSG00000157933.12	""	TE
chr1	2265216	2265236	chr1-3467	9.46	+	0.9454	2.3022	3.2476	2	First intron	ENSG00000157933.12	""	Genic
chr1	2266082	2266102	chr1-55	66.2	+	9.4544	6.4462	15.9006	2	LINE	ENSG00000157933.12	""	TE
chr1	2266549	2266569	chr1-1364	12.5	+	0.7564	2.7626	3.519	2	LINE	ENSG00000157933.12	""	TE
chr1	2266631	2266651	chr1-2295	11.6	+	1.3236	1.5655	2.8891	2	LINE	ENSG00000157933.12	""	TE
chr1	2267551	2267571	chr1-8396	6.02	+	0.6618	1.9338	2.5957	2	First intron	ENSG00000157933.12	""	Genic
chr1	2268323	2268343	chr1-5315	7.31	+	0.1891	1.9338	2.1229	2	First intron	ENSG00000157933.12	""	Genic
chr1	2268503	2268523	chr1-3468	9.46	+	0.4727	2.3943	2.867	2	First intron	ENSG00000157933.12	""	Genic
chr1	2268695	2268715	chr1-1203	12.9	+	1.3236	2.9468	4.2704	2	First intron	ENSG00000157933.12	""	Genic
chr1	2268971	2268991	chr1-943	18.1	+	1.4182	3.0389	4.4571	2	Alu	ENSG00000157933.12	""	TE
chr1	2269133	2269153	chr1-100	33.1	+	3.4036	4.6965	8.1001	2	Alu	ENSG00000157933.12	""	TE
chr1	2269366	2269386	chr1-4586	8.17	+	0.7564	2.5785	3.3348	2	First intron	ENSG00000157933.12	""	Genic
chr1	2269514	2269534	chr1-3985	7.31	+	0.9454	1.3813	2.3268	2	First intron	ENSG00000157933.12	""	Genic
chr1	2271736	2271756	chr1-7139	7.31	+	0.2836	2.3022	2.5858	2	First intron	ENSG00000157933.12	""	Genic
chr1	2271910	2271930	chr1-8397	4.73	+	0.2836	1.6576	1.9412	2	First intron	ENSG00000157933.12	""	Genic
chr1	2273265	2273285	chr1-5317	6.45	+	0.5673	1.2892	1.8565	2	First intron	ENSG00000157933.12	""	Genic
chr1	2275403	2275423	chr1-3469	9.03	+	0.5673	2.0259	2.5932	2	First intron	ENSG00000157933.12	""	Genic
chr1	2275846	2275866	chr1-1747	11.6	+	1.4182	2.6706	4.0887	2	First intron	ENSG00000157933.12	""	Genic
chr1	2276074	2276094	chr1-4587	8.6	+	0.9454	1.3813	2.3268	2	First intron	ENSG00000157933.12	""	Genic
chr1	2276365	2276385	chr1-1748	13.3	+	0.7564	2.7626	3.519	2	First intron	ENSG00000157933.12	""	Genic
chr1	2276927	2276947	chr1-3034	9.89	+	1.4182	2.0259	3.4441	2	First intron	ENSG00000157933.12	""	Genic
chr1	2277161	2277181	chr1-316	21.1	+	2.9309	2.9468	5.8777	2	Alu	ENSG00000157933.12	""	TE
chr1	2278676	2278696	chr1-1749	12	+	1.8909	1.6576	3.5485	2	LTR/ERV	ENSG00000157933.12	""	TE
chr1	2279738	2279758	chr1-5318	7.74	+	1.1345	0.9209	2.0554	2	Alu	ENSG00000157933.12	""	TE
chr1	2285044	2285064	chr1-5319	6.88	+	0.9454	1.8418	2.7872	2	First intron	ENSG00000157933.12	""	Genic
chr1	2285753	2285773	chr1-7141	6.88	+	1.4182	1.3813	2.7995	2	Alu	ENSG00000157933.12	""	TE
chr1	2285902	2285922	chr1-825	19.3	+	2.08	2.3943	4.4743	2	Alu	ENSG00000157933.12	""	TE
chr1	2287054	2287074	chr1-6175	6.88	+	1.04	1.3813	2.4213	2	First intron	ENSG00000157933.12	""	Genic
chr1	2287356	2287376	chr1-653	39.1	+	4.349	4.144	8.493	2	Alu	ENSG00000157933.12	""	TE
chr1	2287716	2287736	chr1-3470	7.74	+	0.7564	2.8547	3.6111	2	First intron	ENSG00000157933.12	""	Genic
chr1	2288001	2288021	chr1-1750	12	+	1.6072	1.013	2.6202	2	Alu	ENSG00000157933.12	""	TE
chr1	2288312	2288332	chr1-595	22.4	+	2.2691	4.3281	6.5972	2	Alu	ENSG00000157933.12	""	TE
chr1	2288753	2288773	chr1-1365	20.2	+	1.4182	3.4073	4.8254	2	First intron	ENSG00000157933.12	""	Genic
chr1	2291686	2291706	chr1-9984	5.59	+	0.5673	1.2892	1.8565	2	First intron	ENSG00000157933.12	""	Genic
chr1	2294752	2294772	chr1-7146	7.31	+	0.6618	1.1971	1.859	2	First intron	ENSG00000157933.12	""	Genic
chr1	2295494	2295514	chr1-8403	7.31	+	0.7564	1.1971	1.9535	2	LINE	ENSG00000157933.12	""	TE
chr1	2301354	2301374	chr1-11911	4.3	+	0.7564	1.1971	1.9535	2	First intron	ENSG00000157933.12	""	Genic
chr1	2301996	2302016	chr1-11912	4.73	+	0.3782	1.5655	1.9437	2	First intron	ENSG00000157933.12	""	Genic
chr1	2398405	2398425	chr1-21781	7.74	+	1.04	0.8288	1.8688	2	Alu	ENSG00000157916.21	""	TE
chr1	2403822	2403842	chr1-9988	5.59	+	0.7564	1.1051	1.8614	2	3'UTR	ENSG00000157916.21	""	Genic
chr1	2410921	2410941	chr1-8405	5.16	-	1.5127	0.9209	2.4336	2	Other SINE	ENSG00000157911.12	""	TE
chr1	3513727	3513747	chr1-2636	10.7	-	0.6618	2.2101	2.8719	2	Alu	ENSG00000162591.18	""	TE
chr1	3557284	3557304	chr1-3471	12.9	-	2.8363	0.4604	3.2968	2	LTR/ERV	ENSG00000162591.18	""	TE
chr1	3559493	3559513	chr1-6177	8.6	-	1.5127	1.1971	2.7098	2	Alu	ENSG00000162591.18	""	TE
chr1	3559980	3560000	chr1-6178	5.16	-	1.3236	0.8288	2.1524	2	Alu	ENSG00000162591.18	""	TE
chr1	3780784	3780804	chr1-7148	7.31	-	1.4182	0.9209	2.339	2	3'UTR	ENSG00000130764.11	""	Genic
chr1	3784486	3784506	chr1-4589	7.31	-	0.3782	1.7497	2.1278	2	Deep intronic	ENSG00000130764.11	""	Genic
chr1	3784967	3784987	chr1-3987	9.89	-	1.2291	1.1971	2.4262	2	Alu	ENSG00000130764.11	""	TE
chr1	3785814	3785834	chr1-1995	11.2	-	1.7963	0.8288	2.6251	2	First intron	ENSG00000130764.11	""	Genic
chr1	3786469	3786489	chr1-3988	8.17	-	1.04	1.013	2.053	2	Alu	ENSG00000130764.11	""	TE
chr1	3860265	3860285	chr1-6179	8.6	+	1.1345	0.8288	1.9633	2	Alu	ENSG00000169598.18	""	TE
chr1	3877346	3877366	chr1-3989	8.6	+	0.5673	1.2892	1.8565	2	Alu	ENSG00000169598.18	""	TE
chr1	3878178	3878198	chr1-3990	6.88	+	1.2291	0.7367	1.9658	2	Alu	ENSG00000169598.18	""	TE
chr1	3889672	3889692	chr1-826	22.8	-	3.5927	2.118	5.7107	2	3'UTR	ENSG00000198912.12	C1orf174	Genic
chr1	3901912	3901932	chr1-3035	9.46	+	1.1345	1.2892	2.4238	2	Alu	ENSG00000236423.9	LINC01134	TE
chr1	3913878	3913898	chr1-2637	10.7	+	1.1345	1.9338	3.0684	2	Alu	ENSG00000236423.9	LINC01134	TE
chr1	3914029	3914049	chr1-1751	11.6	+	2.1745	1.2892	3.4637	2	Alu	ENSG00000236423.9	LINC01134	TE
chr1	5990419	5990439	chr1-827	15	-	1.3236	2.3022	3.6258	2	First intron	ENSG00000131697.19	""	Genic
chr1	6141258	6141278	chr1-8410	11.2	-	2.4581	0.4604	2.9186	2	Alu	ENSG00000116254.18	CHD5	TE
chr1	6187279	6187299	chr1-1058	15.5	-	2.4581	1.4734	3.9316	2	Alu	ENSG00000116251.12	""	TE
chr1	6187419	6187439	chr1-4590	6.88	-	1.1345	0.8288	1.9633	2	Alu	ENSG00000116251.12	""	TE
chr1	6189529	6189549	chr1-3036	11.6	-	1.7963	1.6576	3.4539	2	Alu	ENSG00000116251.12	""	TE
chr1	6191649	6191669	chr1-6182	11.2	-	1.5127	1.1051	2.6178	2	Alu	ENSG00000116251.12	""	TE
chr1	6191977	6191997	chr1-7154	9.46	-	0.9454	1.1051	2.0505	2	Alu	ENSG00000116251.12	""	TE
chr1	6192672	6192692	chr1-1204	10.3	-	1.5127	1.3813	2.894	2	Alu	ENSG00000116251.12	""	TE
chr1	6194852	6194872	chr1-5324	7.31	-	0.6618	1.2892	1.951	2	Alu	ENSG00000116251.12	""	TE
chr1	6195420	6195440	chr1-7155	8.6	-	0.8509	1.1971	2.048	2	Alu	ENSG00000116251.12	""	TE
chr1	6196022	6196042	chr1-7156	8.6	-	1.1345	1.1971	2.3317	2	Alu	ENSG00000116251.12	""	TE
chr1	6208346	6208366	chr1-654	19.8	+	2.6472	2.9468	5.594	2	Alu	ENSG00000158286.14	""	TE
chr1	6208510	6208530	chr1-2638	11.6	+	2.7418	1.5655	4.3073	2	Alu	ENSG00000158286.14	""	TE
chr1	6216585	6216605	chr1-3472	7.74	+	1.1345	0.9209	2.0554	2	Alu	ENSG00000158286.14	""	TE
chr1	6219825	6219845	chr1-5325	9.46	+	1.3236	1.013	2.3366	2	3'UTR	ENSG00000158286.14	""	Genic
chr1	6220203	6220223	chr1-6183	7.31	+	1.1345	1.1971	2.3317	2	3'UTR	ENSG00000158286.14	""	Genic
chr1	6275688	6275708	chr1-3037	12.9	-	1.7963	1.2892	3.0856	2	Alu	ENSG00000097021.22	""	TE
chr1	6315724	6315744	chr1-5326	6.88	-	1.04	0.8288	1.8688	2	Alu	ENSG00000097021.22	""	TE
chr1	6335463	6335483	chr1-8412	7.74	-	0.7564	1.1051	1.8614	2	Alu	ENSG00000097021.22	""	TE
chr1	6452488	6452508	chr1-11933	5.16	+	0.6618	1.4734	2.1352	2	Deep intronic	ENSG00000187017.18	ESPN	Genic
chr1	6452920	6452940	chr1-3991	10.3	+	1.7018	1.2892	2.991	2	Alu	ENSG00000187017.18	ESPN	TE
chr1	6522518	6522538	chr1-2639	18.9	-	2.9309	2.3943	5.3252	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6522854	6522874	chr1-317	31.4	-	3.8763	3.9598	7.8361	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6523704	6523724	chr1-7158	6.02	-	0.3782	1.4734	1.8516	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6524498	6524518	chr1-3038	9.89	-	0.7564	1.3813	2.1377	2	3'UTR	ENSG00000162408.12	""	Genic
chr1	6527905	6527925	chr1-1996	9.46	-	1.1345	1.4734	2.6079	2	Alu	ENSG00000162408.12	""	TE
chr1	6529559	6529579	chr1-7159	7.74	-	0.9454	0.9209	1.8663	2	Alu	ENSG00000162408.12	""	TE
chr1	6533147	6533167	chr1-4591	8.6	-	0.7564	1.5655	2.3218	2	Alu	ENSG00000162408.12	""	TE
chr1	6544258	6544278	chr1-3473	9.03	-	0.7564	1.2892	2.0456	2	Alu	ENSG00000162408.12	""	TE
chr1	6545890	6545910	chr1-1752	21.9	-	3.6872	2.9468	6.634	2	Alu	ENSG00000162408.12	""	TE
chr1	6547759	6547779	chr1-9998	8.6	-	0.9454	1.2892	2.2347	2	Alu	ENSG00000162408.12	""	TE
chr1	6547821	6547841	chr1-735	15.5	-	1.6072	2.2101	3.8174	2	Alu	ENSG00000162408.12	""	TE
