chr	start	end	name	score	strand	NormedTC_ENCFF452ZWM	NormedTC_ENCFF786UGT	NormedTC_K562_ELAVL1	BC_K562_ELAVL1	annotation	gene	external_gene_name	grouped_annotation
chr1	8747036	8747056	chr1-11033	11.7	+	2.6469	0.6608	3.3077	2	Alu	""	""	TE
chr1	8752709	8752729	chr1-6837	7.26	-	1.5881	2.5489	4.137	2	First intron	ENSG00000142599.21	""	Genic
chr1	8759096	8759116	chr1-9364	13.4	-	2.6469	1.1328	3.7797	2	Alu	ENSG00000142599.21	""	TE
chr1	8764397	8764417	chr1-6839	6.71	-	1.0587	2.4545	3.5132	2	First intron	ENSG00000142599.21	""	Genic
chr1	8766524	8766544	chr1-9365	19	-	1.941	2.3601	4.3011	2	Alu	ENSG00000142599.21	""	TE
chr1	8774641	8774661	chr1-7968	12.9	-	2.6469	1.1328	3.7797	2	Alu	ENSG00000142599.21	""	TE
chr1	8775561	8775581	chr1-7969	12.9	-	2.6469	1.6048	4.2517	2	Alu	ENSG00000142599.21	""	TE
chr1	8775695	8775715	chr1-5962	14	-	1.941	2.3601	4.3011	2	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8778795	8778815	chr1-4587	19.6	-	2.1175	2.1712	4.2887	2	Alu	ENSG00000142599.21	""	TE
chr1	8781509	8781529	chr1-2347	15.1	-	2.1175	1.888	4.0055	2	Alu	ENSG00000142599.21	""	TE
chr1	8784713	8784733	chr1-4588	12.9	-	1.5881	2.1712	3.7594	2	First intron	ENSG00000142599.21	""	Genic
chr1	8785050	8785070	chr1-4048	12.9	-	1.5881	2.3601	3.9482	2	First intron	ENSG00000142599.21	""	Genic
chr1	8788927	8788947	chr1-6841	12.3	-	1.4117	2.1712	3.5829	2	LINE	ENSG00000142599.21	""	TE
chr1	8790263	8790283	chr1-4589	14.5	-	1.0587	2.4545	3.5132	2	First intron	ENSG00000142599.21	""	Genic
chr1	8790986	8791006	chr1-3224	19	-	2.4704	3.3041	5.7745	2	First intron	ENSG00000142599.21	""	Genic
chr1	8791813	8791833	chr1-1925	19.6	-	4.9408	4.1537	9.0945	2	First intron	ENSG00000142599.21	""	Genic
chr1	8792072	8792092	chr1-628	26.8	-	5.1173	2.2656	7.3829	2	Alu	ENSG00000142599.21	""	TE
chr1	8793131	8793151	chr1-4590	20.7	-	1.7646	2.9265	4.691	2	Alu	ENSG00000142599.21	""	TE
chr1	8793579	8793599	chr1-9368	8.94	-	1.941	1.6048	3.5459	2	First intron	ENSG00000142599.21	""	Genic
chr1	8794722	8794742	chr1-1926	14.5	-	2.8233	1.6992	4.5226	2	Alu	ENSG00000142599.21	""	TE
chr1	8796712	8796732	chr1-6842	9.5	-	1.4117	1.6992	3.1109	2	First intron	ENSG00000142599.21	""	Genic
chr1	8800233	8800253	chr1-2348	18.4	-	1.7646	2.2656	4.0302	2	Alu	ENSG00000142599.21	""	TE
chr1	8803631	8803651	chr1-5963	7.26	-	5.1173	3.3985	8.5158	2	Alu	ENSG00000142599.21	""	TE
chr1	8807104	8807124	chr1-1166	21.2	-	3.7056	2.1712	5.8769	2	Alu	ENSG00000142599.21	""	TE
chr1	8808128	8808148	chr1-1098	23.5	-	3.5292	2.2656	5.7948	2	Alu	ENSG00000142599.21	""	TE
chr1	8809118	8809138	chr1-3603	14	-	1.5881	1.5104	3.0986	2	Alu	ENSG00000142599.21	""	TE
chr1	8809915	8809935	chr1-5207	10.1	-	2.8233	1.6992	4.5226	2	First intron	ENSG00000142599.21	""	Genic
chr1	8810724	8810744	chr1-3604	25.1	-	3.3527	3.4929	6.8456	2	First intron	ENSG00000142599.21	""	Genic
chr1	8810922	8810942	chr1-9370	6.71	-	1.4117	1.888	3.2997	2	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8861098	8861118	chr1-1518	22.9	-	6.3525	2.9265	9.279	2	3'UTR	ENSG00000074800.17	""	Genic
chr1	8863315	8863335	chr1-2134	14.5	-	1.4117	1.6992	3.1109	2	CDS	ENSG00000074800.17	""	Genic
chr1	8864058	8864078	chr1-4049	9.5	-	1.941	1.416	3.3571	2	CDS	ENSG00000074800.17	""	Genic
chr1	8865346	8865366	chr1-11039	5.03	-	1.5881	1.416	3.0042	2	CDS	ENSG00000074800.17	""	Genic
chr1	8866313	8866333	chr1-5208	9.5	-	2.1175	3.2097	5.3272	2	CDS	ENSG00000074800.17	""	Genic
chr1	8866362	8866382	chr1-5209	9.5	-	2.294	2.5489	4.8428	2	CDS	ENSG00000074800.17	""	Genic
chr1	8867216	8867236	chr1-1640	20.1	-	2.4704	2.2656	4.7361	2	CDS	ENSG00000074800.17	""	Genic
chr1	8868028	8868048	chr1-686	36.9	-	2.9998	5.0033	8.0031	2	CDS	ENSG00000074800.17	""	Genic
chr1	8868599	8868619	chr1-2589	18.4	-	2.4704	2.5489	5.0193	2	Deep intronic	ENSG00000074800.17	""	Genic
chr1	8870449	8870469	chr1-1776	16.2	-	2.9998	5.3809	8.3807	2	CDS	ENSG00000074800.17	""	Genic
chr1	8874883	8874903	chr1-1927	12.9	-	1.2352	2.4545	3.6897	2	CDS	ENSG00000074800.17	""	Genic
chr1	8875282	8875302	chr1-2876	19	-	2.8233	2.8321	5.6554	2	Satellite/LC	ENSG00000074800.17	""	TE
chr1	8876775	8876795	chr1-3605	26.8	-	3.3527	3.1153	6.468	2	5'UTR	ENSG00000074800.17	""	Genic
chr1	8878584	8878604	chr1-13237	5.59	-	1.5881	2.0768	3.665	2	5'UTR	ENSG00000074800.17	""	Genic
chr1	9498144	9498164	chr1-25180	12.3	+	3.1762	0.3776	3.5539	2	LINE	""	""	TE
chr1	9547882	9547902	chr1-2877	26.3	+	3.5292	3.2097	6.7388	2	Alu	ENSG00000171612.8	""	TE
chr1	9555691	9555711	chr1-5967	10.1	+	2.1175	1.9824	4.0999	2	Alu	ENSG00000171612.8	""	TE
chr1	9566064	9566084	chr1-9376	12.9	+	1.5881	1.7936	3.3818	2	Alu	ENSG00000171612.8	""	TE
chr1	9573460	9573480	chr1-4592	15.1	+	1.7646	1.7936	3.5582	2	Deep intronic	ENSG00000171612.8	""	Genic
chr1	9574002	9574022	chr1-3226	22.4	+	3.1762	2.8321	6.0083	2	Alu	ENSG00000171612.8	""	TE
chr1	9574143	9574163	chr1-2878	21.8	+	4.235	1.7936	6.0286	2	Deep intronic	ENSG00000171612.8	""	Genic
chr1	9614293	9614313	chr1-497	48.1	+	6.176	5.8529	12.029	2	3'UTR	ENSG00000188807.14	""	Genic
chr1	9614398	9614418	chr1-199	105.6	+	10.9404	15.1987	26.1391	2	3'UTR	ENSG00000188807.14	""	Genic
chr1	9614650	9614670	chr1-1928	32.4	+	3.5292	5.8529	9.3821	2	3'UTR	ENSG00000188807.14	""	Genic
chr1	9680429	9680449	chr1-6846	25.1	-	3.8821	2.2656	6.1477	2	Alu	ENSG00000231789.5	PIK3CD-AS2	TE
chr1	9730060	9730080	chr1-2135	25.1	-	3.3527	3.3041	6.6568	2	3'UTR	ENSG00000171603.19	""	Genic
chr1	9850400	9850420	chr1-2136	25.7	-	8.2935	4.3425	12.636	2	3'UTR	ENSG00000178585.16	""	Genic
chr1	9928840	9928860	chr1-3606	26.8	-	3.5292	4.1537	7.6828	2	3'UTR	ENSG00000162441.13	""	Genic
chr1	10065989	10066009	chr1-5970	78.8	+	15.1754	5.1921	20.3675	2	First intron	ENSG00000130939.21	""	Genic
chr1	10073950	10073970	chr1-1317	19.6	+	3.3527	2.3601	5.7128	2	Alu	ENSG00000130939.21	""	TE
chr1	10078590	10078610	chr1-5210	8.94	+	1.941	1.1328	3.0739	2	LINE	ENSG00000130939.21	""	TE
chr1	10084707	10084727	chr1-1641	14	+	2.4704	1.416	3.8864	2	Alu	ENSG00000130939.21	""	TE
chr1	10107198	10107218	chr1-9381	6.15	+	1.941	1.1328	3.0739	2	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10107595	10107615	chr1-1929	18.4	+	2.6469	1.7936	4.4405	2	Alu	ENSG00000130939.21	""	TE
chr1	10112409	10112429	chr1-5971	11.7	+	1.5881	1.6048	3.193	2	Alu	ENSG00000130939.21	""	TE
chr1	10116510	10116530	chr1-6850	7.26	+	1.7646	1.3216	3.0862	2	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10121423	10121443	chr1-4052	22.9	+	1.2352	3.3041	4.5393	2	Alu	ENSG00000130939.21	""	TE
chr1	10138644	10138664	chr1-2137	17.9	+	2.1175	2.5489	4.6663	2	LINE	ENSG00000130939.21	""	TE
chr1	10139302	10139322	chr1-7978	12.9	+	2.294	1.5104	3.8044	2	Alu	ENSG00000130939.21	""	TE
chr1	10149271	10149291	chr1-5972	36.9	+	3.7056	5.6641	9.3697	2	CDS	ENSG00000130939.21	""	Genic
chr1	10151338	10151358	chr1-800	44.7	+	4.0585	5.3809	9.4394	2	CDS	ENSG00000130939.21	""	Genic
chr1	10156257	10156277	chr1-1026	20.1	+	2.4704	2.3601	4.8305	2	Alu	ENSG00000130939.21	""	TE
chr1	10180364	10180384	chr1-1777	17.9	+	3.7056	3.7761	7.4817	2	3'UTR	ENSG00000130939.21	""	Genic
chr1	10180626	10180646	chr1-1167	35.2	+	3.3527	4.9089	8.2616	2	3'UTR	ENSG00000130939.21	""	Genic
chr1	10180819	10180839	chr1-4053	15.1	+	3.5292	2.5489	6.078	2	3'UTR	ENSG00000130939.21	""	Genic
chr1	10214306	10214326	chr1-11052	16.8	+	1.7646	1.888	3.6526	2	Alu	ENSG00000054523.21	""	TE
chr1	10288178	10288198	chr1-7981	18.4	+	3.3527	1.5104	4.8631	2	Alu	ENSG00000054523.21	""	TE
chr1	10288742	10288762	chr1-6851	14.5	+	3.1762	1.5104	4.6867	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10288860	10288880	chr1-9385	8.94	+	1.941	1.1328	3.0739	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10290177	10290197	chr1-1930	17.9	+	4.235	0.8496	5.0846	2	LINE	ENSG00000054523.21	""	TE
chr1	10299003	10299023	chr1-910	26.8	+	4.5879	3.7761	8.364	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10307322	10307342	chr1-405	33.5	+	8.47	2.1712	10.6412	2	3'UTR	ENSG00000054523.21	""	Genic
chr1	10325999	10326019	chr1-5973	8.38	+	2.9998	0.472	3.4718	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10355332	10355352	chr1-3607	10.1	+	2.4704	1.3216	3.792	2	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10377040	10377060	chr1-3608	10.1	+	2.9998	1.1328	4.1326	2	3'UTR	ENSG00000054523.21	""	Genic
chr1	10400675	10400695	chr1-5974	11.7	+	1.5881	1.9824	3.5706	2	Deep intronic	ENSG00000142657.22	""	Genic
chr1	10404208	10404228	chr1-5975	12.9	+	1.2352	2.3601	3.5953	2	CDS	ENSG00000142657.22	""	Genic
chr1	10404527	10404547	chr1-3227	24	+	2.1175	3.4929	5.6104	2	Alu	ENSG00000142657.22	""	TE
chr1	10405284	10405304	chr1-5976	12.3	+	2.6469	1.6048	4.2517	2	Alu	ENSG00000142657.22	""	TE
chr1	10409680	10409700	chr1-7983	15.6	+	2.6469	1.3216	3.9685	2	Alu	ENSG00000142657.22	""	TE
chr1	10419701	10419721	chr1-2138	13.4	+	2.1175	2.6433	4.7608	2	CDS	ENSG00000142657.22	""	Genic
chr1	10419808	10419828	chr1-1413	17.9	+	5.1173	5.5697	10.687	2	3'UTR	ENSG00000142657.22	""	Genic
chr1	10419866	10419886	chr1-1642	34.1	+	6.5289	7.269	13.7979	2	3'UTR	ENSG00000142657.22	""	Genic
chr1	10420417	10420437	chr1-13	309.6	+	46.232	28.7926	75.0246	2	3'UTR	ENSG00000142657.22	""	Genic
chr1	10457192	10457212	chr1-13258	8.94	-	2.4704	1.0384	3.5088	2	3'UTR	ENSG00000160049.13	""	Genic
chr1	10457661	10457681	chr1-416	53.6	-	14.1166	4.6257	18.7423	2	3'UTR	ENSG00000160049.13	""	Genic
chr1	10459704	10459724	chr1-1778	74.3	-	6.8819	10.101	16.9829	2	3'UTR	ENSG00000160049.13	""	Genic
chr1	10460225	10460245	chr1-6856	18.4	-	1.7646	2.1712	3.9358	2	3'UTR	ENSG00000160049.13	""	Genic
chr1	10461303	10461323	chr1-1931	15.6	-	3.3527	1.888	5.2407	2	3'UTR	ENSG00000160049.13	""	Genic
chr1	10489942	10489962	chr1-3230	11.2	+	1.7646	1.3216	3.0862	2	LINE	ENSG00000142655.14	""	TE
chr1	10501321	10501341	chr1-3231	12.3	+	2.9998	1.1328	4.1326	2	Alu	ENSG00000142655.14	""	TE
chr1	10511242	10511262	chr1-2590	26.8	+	4.7644	3.2097	7.974	2	First intron	ENSG00000142655.14	""	Genic
chr1	10511308	10511328	chr1-1318	18.4	+	10.411	4.5313	14.9423	2	First intron	ENSG00000142655.14	""	Genic
chr1	10520999	10521019	chr1-392	41.9	+	8.1171	3.9649	12.082	2	LINE	ENSG00000142655.14	""	TE
chr1	10521113	10521133	chr1-5979	9.5	+	2.6469	1.5104	4.1573	2	LINE	ENSG00000142655.14	""	TE
chr1	10523094	10523114	chr1-3232	11.7	+	3.1762	1.2272	4.4035	2	First intron	ENSG00000142655.14	""	Genic
chr1	10539285	10539305	chr1-687	30.2	+	4.4115	3.8705	8.2819	2	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10539495	10539515	chr1-801	31.3	+	4.5879	3.0209	7.6088	2	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10540339	10540359	chr1-1932	14	+	2.294	3.3041	5.598	2	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10544786	10544806	chr1-5215	17.9	+	2.8233	1.7936	4.617	2	Alu	ENSG00000142655.14	""	TE
chr1	10557879	10557899	chr1-7990	8.38	+	1.5881	1.6992	3.2874	2	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10559049	10559069	chr1-2591	15.6	+	1.941	2.6433	4.5843	2	LINE	ENSG00000142655.14	""	TE
chr1	10561820	10561840	chr1-4597	10.1	+	1.7646	1.2272	2.9918	2	LINE	ENSG00000142655.14	""	TE
chr1	10565973	10565993	chr1-5218	10.1	+	1.5881	1.416	3.0042	2	Satellite/LC	ENSG00000142655.14	""	TE
chr1	10568405	10568425	chr1-4056	442	+	86.8173	28.6982	115.5155	2	LINE	ENSG00000142655.14	""	TE
chr1	10570513	10570533	chr1-4598	15.6	+	2.6469	1.416	4.0629	2	Alu	ENSG00000142655.14	""	TE
chr1	11022251	11022271	chr1-7995	8.38	+	1.4117	2.0768	3.4885	2	CDS	ENSG00000120948.20	""	Genic
chr1	11023033	11023053	chr1-1519	36.9	+	3.1762	5.6641	8.8404	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023133	11023153	chr1-393	100	+	21.8808	15.1043	36.9851	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11023547	11023567	chr1-4057	15.6	+	1.7646	2.6433	4.4078	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11024296	11024316	chr1-2879	17.3	+	2.1175	2.4545	4.5719	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11025057	11025077	chr1-1319	27.4	+	5.2937	4.5313	9.825	2	3'UTR	ENSG00000120948.20	""	Genic
chr1	11078555	11078575	chr1-1779	70.4	-	14.9989	5.2865	20.2854	2	CDS	ENSG00000171824.15	""	Genic
chr1	11095702	11095722	chr1-4600	27.9	-	5.1173	2.2656	7.3829	2	Alu	ENSG00000171824.15	""	TE
chr1	11138285	11138305	chr1-1933	19	-	2.294	2.6433	4.9372	2	Satellite/LC	ENSG00000198793.15	""	TE
chr1	11163076	11163096	chr1-13278	8.94	-	2.6469	0.6608	3.3077	2	LINE	ENSG00000198793.15	""	TE
chr1	11185590	11185610	chr1-3609	10.1	-	2.294	1.5104	3.8044	2	Alu	ENSG00000198793.15	""	TE
chr1	11202391	11202411	chr1-5219	20.1	-	4.0585	1.6992	5.7578	2	Alu	ENSG00000198793.15	""	TE
chr1	11223620	11223640	chr1-4602	10.1	-	1.5881	2.1712	3.7594	2	LINE	ENSG00000198793.15	""	TE
chr1	11224713	11224733	chr1-7998	7.26	-	1.4117	1.888	3.2997	2	LINE	ENSG00000198793.15	""	TE
chr1	11277149	11277169	chr1-9402	15.6	+	2.6469	1.6048	4.2517	2	Alu	ENSG00000120942.14	UBIAD1	TE
chr1	11277317	11277337	chr1-6862	31.3	+	6.3525	2.3601	8.7125	2	Alu	ENSG00000120942.14	UBIAD1	TE
chr1	11286315	11286335	chr1-5220	11.7	+	2.8233	1.6048	4.4282	2	3'UTR	ENSG00000120942.14	UBIAD1	Genic
chr1	11598655	11598675	chr1-2349	178.8	-	34.0564	11.9891	46.0454	2	Deep intronic	""	""	Genic
chr1	11786228	11786248	chr1-346	33.5	-	7.4112	1.888	9.2993	2	3'UTR	ENSG00000177000.14	""	Genic
chr1	11786313	11786333	chr1-5984	9.5	-	2.1175	1.1328	3.2503	2	3'UTR	ENSG00000177000.14	""	Genic
chr1	11797178	11797198	chr1-5221	35.8	-	7.0583	2.3601	9.4184	2	Alu	ENSG00000177000.14	""	TE
chr1	11797368	11797388	chr1-11071	8.38	-	2.6469	1.2272	3.8741	2	Alu	ENSG00000177000.14	""	TE
chr1	11804145	11804165	chr1-4603	12.3	-	1.5881	1.6992	3.2874	2	5'UTR	ENSG00000177000.14	""	Genic
chr1	11804421	11804441	chr1-4604	8.94	-	2.294	1.2272	3.5212	2	5'UTR	ENSG00000177000.14	""	Genic
chr1	11830842	11830862	chr1-3233	15.6	+	1.7646	1.888	3.6526	2	Alu	ENSG00000011021.24	""	TE
chr1	11841610	11841630	chr1-6863	19.6	+	3.7056	1.3216	5.0272	2	3'UTR	ENSG00000011021.24	""	Genic
chr1	11908198	11908218	chr1-243	212.3	+	96.8754	85.0562	181.9316	2	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11909825	11909845	chr1-9408	6.15	-	3.5292	1.888	5.4172	2	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	11909896	11909916	chr1-6864	33	-	5.1173	3.3985	8.5158	2	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	11919894	11919914	chr1-960	35.8	-	5.8231	3.8705	9.6936	2	3'UTR	ENSG00000116685.18	""	Genic
chr1	11936543	11936563	chr1-1934	32.4	+	3.1762	4.3425	7.5187	2	Alu	ENSG00000083444.18	""	TE
chr1	11975639	11975659	chr1-1935	19.6	+	2.294	2.0768	4.3708	2	3'UTR-distal	""	""	Genic
chr1	11981932	11981952	chr1-3234	24	+	1.5881	3.3985	4.9866	2	3'UTR-distal	ENSG00000116688.19	""	Genic
chr1	11992830	11992850	chr1-3235	20.7	+	3.8821	1.7936	5.6757	2	Alu	ENSG00000116688.19	""	TE
chr1	11993589	11993609	chr1-7999	20.7	+	2.6469	2.2656	4.9125	2	Alu	ENSG00000116688.19	""	TE
chr1	12013372	12013392	chr1-1168	21.8	+	4.5879	1.888	6.4759	2	3'UTR	ENSG00000116688.19	""	Genic
chr1	12023418	12023438	chr1-2139	37.4	+	6.176	3.1153	9.2913	2	3'UTR-distal	ENSG00000116691.12	""	Genic
chr1	12023703	12023723	chr1-4058	33.5	+	6.7054	2.5489	9.2543	2	3'UTR-distal	ENSG00000116691.12	""	Genic
chr1	12025731	12025751	chr1-9413	11.7	+	2.1175	1.0384	3.1559	2	Alu	ENSG00000116691.12	""	TE
chr1	12028696	12028716	chr1-3611	12.3	+	1.7646	1.5104	3.275	2	LINE	ENSG00000116691.12	""	TE
chr1	12207382	12207402	chr1-1320	21.2	+	4.7644	2.6433	7.4076	2	3'UTR	ENSG00000028137.20	""	Genic
chr1	12238653	12238673	chr1-13295	13.4	+	1.941	1.3216	3.2627	2	Alu	ENSG00000048707.15	VPS13D	TE
chr1	12254074	12254094	chr1-2140	16.8	+	4.0585	2.3601	6.4186	2	LINE	ENSG00000048707.15	VPS13D	TE
chr1	12254213	12254233	chr1-2141	20.1	+	5.8231	0.944	6.7671	2	Alu	ENSG00000048707.15	VPS13D	TE
chr1	12298767	12298787	chr1-8000	7.82	+	2.4704	1.2272	3.6976	2	LINE	ENSG00000048707.15	VPS13D	TE
chr1	12313333	12313353	chr1-1936	22.9	+	4.7644	1.6048	6.3692	2	Alu	ENSG00000048707.15	VPS13D	TE
chr1	12321525	12321545	chr1-9415	8.94	+	2.4704	0.7552	3.2256	2	LINE	ENSG00000048707.15	VPS13D	TE
chr1	12328023	12328043	chr1-8002	7.82	+	2.294	0.7552	3.0492	2	Proximal intronic	ENSG00000048707.15	VPS13D	Genic
chr1	12332886	12332906	chr1-4059	12.3	+	2.294	1.1328	3.4268	2	Deep intronic	ENSG00000048707.15	VPS13D	Genic
chr1	12338388	12338408	chr1-9416	8.38	+	1.7646	1.416	3.1806	2	Deep intronic	ENSG00000048707.15	VPS13D	Genic
chr1	12341500	12341520	chr1-2142	17.9	+	3.5292	1.9824	5.5116	2	Proximal intronic	ENSG00000048707.15	VPS13D	Genic
chr1	12342560	12342580	chr1-2350	17.3	+	2.4704	2.5489	5.0193	2	Deep intronic	ENSG00000048707.15	VPS13D	Genic
chr1	12343181	12343201	chr1-1099	39.1	+	8.2935	3.6817	11.9752	2	Alu	ENSG00000048707.15	VPS13D	TE
chr1	12409073	12409093	chr1-4605	9.5	+	2.6469	0.8496	3.4965	2	Satellite/LC	ENSG00000048707.15	VPS13D	TE
chr1	12439513	12439533	chr1-4060	8.38	+	1.7646	1.6992	3.4638	2	LINE	ENSG00000048707.15	VPS13D	TE
chr1	12472152	12472172	chr1-5224	10.1	+	1.4117	1.9824	3.3941	2	LINE	ENSG00000048707.15	VPS13D	TE
chr1	12477260	12477280	chr1-5225	18.4	+	3.5292	2.4545	5.9836	2	First intron	ENSG00000048707.15	VPS13D	Genic
chr1	12568309	12568329	chr1-2881	11.7	-	1.7646	3.3041	5.0686	2	3'UTR	ENSG00000162496.11	""	Genic
chr1	12568397	12568417	chr1-688	29.1	-	3.5292	3.0209	6.55	2	CDS	ENSG00000162496.11	""	Genic
chr1	12572821	12572841	chr1-1027	26.3	-	2.4704	3.9649	6.4353	2	CDS	ENSG00000162496.11	""	Genic
chr1	12578711	12578731	chr1-4606	10.6	-	2.1175	1.888	4.0055	2	CDS	ENSG00000162496.11	""	Genic
chr1	12578922	12578942	chr1-1937	15.6	-	0.8823	2.4545	3.3367	2	CDS	ENSG00000162496.11	""	Genic
chr1	12580560	12580580	chr1-2592	16.8	-	2.294	3.3985	5.6924	2	CDS	ENSG00000162496.11	""	Genic
chr1	12580610	12580630	chr1-2593	12.9	-	1.2352	2.6433	3.8785	2	5'UTR	ENSG00000162496.11	""	Genic
chr1	12587697	12587717	chr1-2594	15.1	-	2.6469	3.1153	5.7621	2	Alu	ENSG00000162496.11	""	TE
chr1	12598367	12598387	chr1-1414	52.5	-	5.9996	6.2305	12.2301	2	Alu	ENSG00000162496.11	""	TE
chr1	12605053	12605073	chr1-5226	17.9	-	1.4117	2.5489	3.9605	2	Alu	ENSG00000162496.11	""	TE
chr1	12611917	12611937	chr1-1169	55.9	-	4.4115	7.5522	11.9636	2	Alu	ENSG00000162496.11	""	TE
chr1	12614354	12614374	chr1-2595	18.4	-	3.5292	2.5489	6.078	2	First intron	ENSG00000162496.11	""	Genic
chr1	12614492	12614512	chr1-4061	49.7	-	2.8233	7.4578	10.2811	2	First intron	ENSG00000162496.11	""	Genic
chr1	12614621	12614641	chr1-4607	11.7	-	1.2352	2.1712	3.4065	2	First intron	ENSG00000162496.11	""	Genic
chr1	12614960	12614980	chr1-4608	8.94	-	1.4117	1.6992	3.1109	2	First intron	ENSG00000162496.11	""	Genic
chr1	12616051	12616071	chr1-2882	15.6	-	1.7646	1.888	3.6526	2	First intron	ENSG00000162496.11	""	Genic
chr1	12617497	12617517	chr1-12	576.7	-	104.8161	43.3305	148.1466	2	5'UTR	ENSG00000162496.11	""	Genic
chr1	12617693	12617713	chr1-74	129.1	-	20.9985	15.4819	36.4804	2	5'UTR	ENSG00000162496.11	""	Genic
chr1	12617760	12617780	chr1-200	109	-	14.8225	11.2338	26.0563	2	5'UTR	ENSG00000162496.11	""	Genic
chr1	12617839	12617859	chr1-260	60.3	-	11.4698	5.2865	16.7563	2	5'UTR	ENSG00000162496.11	""	Genic
chr1	13750410	13750430	chr1-1644	21.2	+	2.6469	2.8321	5.4789	2	First intron	ENSG00000116731.23	PRDM2	Genic
chr1	13750901	13750921	chr1-9422	7.26	+	1.941	1.3216	3.2627	2	First intron	ENSG00000116731.23	PRDM2	Genic
chr1	13755813	13755833	chr1-2883	15.6	+	2.1175	1.6992	3.8167	2	Alu	ENSG00000116731.23	PRDM2	TE
chr1	13757362	13757382	chr1-6867	10.1	+	2.1175	2.0768	4.1943	2	First intron	ENSG00000116731.23	PRDM2	Genic
chr1	13782934	13782954	chr1-5991	14.5	+	2.294	1.6992	3.9932	2	Deep intronic	ENSG00000116731.23	PRDM2	Genic
chr1	13787069	13787089	chr1-1645	17.9	+	3.3527	2.6433	5.996	2	3'UTR	ENSG00000116731.23	PRDM2	Genic
chr1	13787523	13787543	chr1-9424	7.26	+	2.294	1.2272	3.5212	2	3'UTR	ENSG00000116731.23	PRDM2	Genic
chr1	14174030	14174050	chr1-4062	107.8	-	19.0575	8.0242	27.0816	2	Deep intronic	""	""	Genic
chr1	14381344	14381364	chr1-6869	12.9	-	1.0587	1.9824	3.0412	2	LINE	ENSG00000234593.4	KAZN-AS1	TE
chr1	14601481	14601501	chr1-6870	12.3	+	2.6469	2.2656	4.9125	2	First intron	ENSG00000189337.17	KAZN	Genic
chr1	14660568	14660588	chr1-6871	12.3	+	1.7646	1.2272	2.9918	2	Other SINE	ENSG00000189337.17	KAZN	TE
chr1	14768167	14768187	chr1-1520	28.5	-	3.1762	5.2865	8.4628	2	Deep intronic	""	""	Genic
chr1	14772498	14772518	chr1-2351	13.4	-	1.0587	2.3601	3.4188	2	Deep intronic	""	""	Genic
chr1	14776910	14776930	chr1-866	69.3	-	7.9406	7.8354	15.776	2	Alu	ENSG00000287756.1	""	TE
chr1	14777052	14777072	chr1-2352	14.5	-	4.4115	2.6433	7.0547	2	Alu	ENSG00000287756.1	""	TE
chr1	15066125	15066145	chr1-215	70.4	+	20.2927	7.0801	27.3728	2	3'UTR	ENSG00000189337.17	KAZN	Genic
chr1	15085994	15086014	chr1-3237	19	+	3.7056	1.3216	5.0272	2	Alu	ENSG00000189337.17	KAZN	TE
chr1	15430030	15430050	chr1-5227	14.5	+	1.4117	2.3601	3.7717	2	3'UTR	ENSG00000142634.14	""	Genic
chr1	15430091	15430111	chr1-6875	9.5	+	1.5881	2.9265	4.5146	2	3'UTR	ENSG00000142634.14	""	Genic
chr1	15430212	15430232	chr1-961	40.8	+	9.3523	2.8321	12.1843	2	3'UTR	ENSG00000142634.14	""	Genic
chr1	15439407	15439427	chr1-6876	22.4	-	4.5879	1.416	6.0039	2	Alu	""	""	TE
chr1	15517789	15517809	chr1-6877	7.26	-	2.6469	1.2272	3.8741	2	Deep intronic	ENSG00000132906.19	""	Genic
chr1	15531786	15531806	chr1-3238	15.1	+	2.294	2.6433	4.9372	2	First intron	ENSG00000116138.14	""	Genic
chr1	15557558	15557578	chr1-5229	10.6	+	2.4704	1.5104	3.9808	2	LINE	ENSG00000116138.14	""	TE
chr1	15569652	15569672	chr1-101	131.9	+	17.9987	13.1219	31.1206	2	3'UTR	ENSG00000116138.14	""	Genic
chr1	15570399	15570419	chr1-8011	13.4	+	1.4117	1.7936	3.2053	2	3'UTR	ENSG00000116138.14	""	Genic
chr1	15571616	15571636	chr1-1234	19	+	4.7644	1.2272	5.9916	2	3'UTR	ENSG00000116138.14	""	Genic
